event_id,timestamp,vendor_id,account_id,device_id,auth_result,MFA_status,role,access_zone,off_hours,new_device,event_label,incident_id,risk_probability,predicted_label,actual_binary
VPN-01002,2026-06-28 06:38:45+00:00,V008,ACC0050,DEV0099,SUCCESS,YES,YardVendor,GATE-B,NO,NO,NORMAL,,0.010455282813322815,NORMAL,0
VPN-01498,2026-06-22 16:25:43+00:00,V005,ACC0009,DEV0017,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.010437902844664932,NORMAL,0
VPN-01347,2026-06-12 15:41:59+00:00,V003,ACC0015,DEV0029,SUCCESS,YES,YardVendor,OT-ZONE,NO,NO,NORMAL,,0.010433943950566559,NORMAL,0
VPN-00970,2026-06-09 19:04:19+00:00,V012,ACC0018,DEV0035,SUCCESS,YES,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,,0.010260429663427096,NORMAL,0
VPN-00779,2026-06-25 18:05:57+00:00,V015,ACC0019,DEV0037,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.010113069588840111,NORMAL,0
VPN-01551,2026-06-03 09:49:54+00:00,V020,ACC0034,DEV0067,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.010023264112962513,NORMAL,0
VPN-01227,2026-06-02 17:03:23+00:00,V016,ACC0046,DEV0091,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.010009427632181662,NORMAL,0
VPN-00908,2026-06-25 10:36:14+00:00,V010,ACC0044,DEV0087,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.00991525885042764,NORMAL,0
VPN-00708,2026-06-02 17:58:49+00:00,V018,ACC0040,DEV0079,SUCCESS,YES,YardVendor,YARD-C,NO,NO,NORMAL,,0.009791469179424715,NORMAL,0
VPN-00999,2026-06-12 07:16:50+00:00,V014,ACC0012,DEV0023,SUCCESS,YES,MaintenanceVendor,GATE-B,NO,NO,NORMAL,,0.009790681130312173,NORMAL,0
VPN-00907,2026-06-13 19:39:11+00:00,V020,ACC0014,DEV0027,SUCCESS,YES,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,,0.009588446941810564,NORMAL,0
VPN-01730,2026-06-05 10:52:20+00:00,V018,ACC0040,DEV0079,SUCCESS,YES,YardVendor,GATE-A,NO,NO,NORMAL,,0.009384973911085134,NORMAL,0
VPN-01143,2026-06-01 10:55:34+00:00,V009,ACC0057,DEV0013,SUCCESS,YES,MaintenanceVendor,YARD-A,NO,NO,NORMAL,,0.009326433972619678,NORMAL,0
VPN-00012,2026-06-01 06:55:38+00:00,V014,ACC0032,DEV0063,SUCCESS,YES,MaintenanceVendor,GATE-B,NO,NO,NORMAL,,0.009177297367733393,NORMAL,0
VPN-00209,2026-06-05 09:13:09+00:00,V016,ACC0006,DEV0011,SUCCESS,YES,CraneVendor,YARD-A,NO,NO,NORMAL,,0.009094837425026836,NORMAL,0
VPN-01542,2026-06-29 16:35:24+00:00,V015,ACC0059,DEV0017,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.009037686855704991,NORMAL,0
VPN-00706,2026-06-02 14:25:04+00:00,V017,ACC0053,DEV0005,SUCCESS,YES,NetworkVendor,YARD-A,NO,NO,NORMAL,,0.00900585460194198,NORMAL,0
VPN-01238,2026-06-13 16:17:28+00:00,V016,ACC0006,DEV0011,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.00894022222060977,NORMAL,0
VPN-00623,2026-06-18 06:05:47+00:00,V001,ACC0021,DEV0041,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.008897274402775887,NORMAL,0
VPN-01741,2026-06-16 16:27:49+00:00,V007,ACC0043,DEV0085,SUCCESS,YES,NetworkVendor,GATE-A,NO,NO,NORMAL,,0.008770616913792151,NORMAL,0
VPN-01189,2026-06-06 14:14:19+00:00,V015,ACC0039,DEV0077,SUCCESS,YES,AutomationVendor,GATE-B,NO,NO,NORMAL,,0.008635175480815603,NORMAL,0
VPN-00913,2026-06-11 16:38:19+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,GATE-A,NO,NO,NORMAL,,0.008574973834538166,NORMAL,0
VPN-00406,2026-06-25 11:57:39+00:00,V003,ACC0015,DEV0029,SUCCESS,YES,YardVendor,GATE-B,NO,NO,NORMAL,,0.008454903106561447,NORMAL,0
VPN-00154,2026-06-24 06:41:54+00:00,V020,ACC0054,DEV0007,SUCCESS,YES,AutomationVendor,OT-ZONE,NO,NO,NORMAL,,0.008453313212422368,NORMAL,0
VPN-00081,2026-06-19 11:34:06+00:00,V014,ACC0032,DEV0063,SUCCESS,YES,MaintenanceVendor,GATE-A,NO,NO,NORMAL,,0.008439825463471459,NORMAL,0
VPN-00127,2026-06-14 17:29:56+00:00,V017,ACC0033,DEV0065,SUCCESS,YES,NetworkVendor,GATE-B,NO,NO,NORMAL,,0.00840023051551734,NORMAL,0
VPN-00944,2026-06-19 14:46:52+00:00,V013,ACC0025,DEV0049,SUCCESS,YES,YardVendor,GATE-A,NO,NO,NORMAL,,0.008296286049021242,NORMAL,0
VPN-00414,2026-06-09 15:19:26+00:00,V019,ACC0007,DEV0013,SUCCESS,YES,MaintenanceVendor,GATE-A,NO,NO,NORMAL,,0.008249057899690946,NORMAL,0
VPN-01761,2026-06-09 11:49:12+00:00,V001,ACC0001,DEV0001,SUCCESS,YES,CraneVendor,YARD-A,NO,NO,NORMAL,,0.008237232356415004,NORMAL,0
VPN-00628,2026-06-23 11:25:09+00:00,V003,ACC0015,DEV0029,SUCCESS,YES,YardVendor,CRANE-ZONE,NO,NO,NORMAL,,0.008220485988810155,NORMAL,0
VPN-01257,2026-06-04 19:50:39+00:00,V014,ACC0012,DEV0023,SUCCESS,YES,MaintenanceVendor,YARD-B,NO,NO,NORMAL,,0.008172324697009351,NORMAL,0
VPN-01459,2026-06-24 07:57:29+00:00,V009,ACC0017,DEV0033,SUCCESS,YES,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,,0.008148320296556683,NORMAL,0
VPN-00755,2026-06-19 16:54:45+00:00,V020,ACC0054,DEV0007,SUCCESS,YES,AutomationVendor,GATE-B,NO,NO,NORMAL,,0.008126144832877095,NORMAL,0
VPN-00413,2026-06-03 15:44:21+00:00,V005,ACC0029,DEV0057,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.008078590338698588,NORMAL,0
VPN-01419,2026-06-21 12:54:26+00:00,V016,ACC0046,DEV0091,SUCCESS,YES,CraneVendor,OT-ZONE,NO,NO,NORMAL,,0.008000741581994196,NORMAL,0
VPN-00482,2026-06-01 13:53:05+00:00,V013,ACC0025,DEV0049,SUCCESS,YES,YardVendor,GATE-A,NO,NO,NORMAL,,0.007861146216450995,NORMAL,0
VPN-01012,2026-06-21 08:18:41+00:00,V017,ACC0013,DEV0025,SUCCESS,YES,NetworkVendor,GATE-B,NO,NO,NORMAL,,0.007854330546459827,NORMAL,0
VPN-00163,2026-06-03 11:23:20+00:00,V019,ACC0007,DEV0013,SUCCESS,YES,MaintenanceVendor,YARD-A,NO,NO,NORMAL,,0.007852170467168457,NORMAL,0
VPN-00925,2026-06-12 06:29:00+00:00,V011,ACC0011,DEV0021,SUCCESS,YES,CraneVendor,GATE-A,NO,NO,NORMAL,,0.007843386534284177,NORMAL,0
VPN-01719,2026-06-10 15:13:48+00:00,V009,ACC0057,DEV0013,SUCCESS,YES,MaintenanceVendor,GATE-B,NO,NO,NORMAL,,0.007739990539293841,NORMAL,0
VPN-00734,2026-06-15 09:33:01+00:00,V009,ACC0017,DEV0033,SUCCESS,YES,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,,0.007709560862753214,NORMAL,0
VPN-01706,2026-06-15 19:21:53+00:00,V010,ACC0004,DEV0007,SUCCESS,YES,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,,0.007657647487082053,NORMAL,0
VPN-00635,2026-06-23 17:54:05+00:00,V007,ACC0043,DEV0085,SUCCESS,YES,NetworkVendor,GATE-B,NO,NO,NORMAL,,0.007644118780524608,NORMAL,0
VPN-00965,2026-06-29 12:00:37+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,YARD-A,NO,NO,NORMAL,,0.007585212999474413,NORMAL,0
VPN-00631,2026-06-24 16:52:54+00:00,V009,ACC0037,DEV0073,SUCCESS,YES,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,,0.007533375532631674,NORMAL,0
VPN-00103,2026-06-22 19:48:08+00:00,V011,ACC0011,DEV0021,SUCCESS,YES,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,,0.007517886357972966,NORMAL,0
VPN-00798,2026-06-15 09:35:46+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.007494376042303628,NORMAL,0
VPN-00420,2026-06-25 19:14:41+00:00,V011,ACC0051,DEV0001,SUCCESS,YES,CraneVendor,YARD-A,NO,NO,NORMAL,,0.007339641599461006,NORMAL,0
VPN-00486,2026-06-19 18:56:18+00:00,V012,ACC0038,DEV0075,SUCCESS,YES,NetworkVendor,YARD-C,NO,NO,NORMAL,,0.007250669870696016,NORMAL,0
VPN-00800,2026-06-12 18:44:19+00:00,V012,ACC0038,DEV0075,SUCCESS,YES,NetworkVendor,YARD-C,NO,NO,NORMAL,,0.007243359009983384,NORMAL,0
VPN-00220,2026-06-07 14:53:57+00:00,V008,ACC0010,DEV0019,SUCCESS,YES,YardVendor,OT-ZONE,NO,NO,NORMAL,,0.007201740279484476,NORMAL,0
VPN-01749,2026-06-02 08:29:08+00:00,V005,ACC0029,DEV0057,SUCCESS,YES,AutomationVendor,GATE-B,NO,NO,NORMAL,,0.007186216286695066,NORMAL,0
VPN-00336,2026-06-28 18:11:39+00:00,V011,ACC0051,DEV0001,SUCCESS,YES,CraneVendor,YARD-C,NO,NO,NORMAL,,0.007166934038644822,NORMAL,0
VPN-00617,2026-06-27 13:15:25+00:00,V010,ACC0004,DEV0007,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.007136529597489575,NORMAL,0
VPN-00101,2026-06-28 12:45:24+00:00,V017,ACC0033,DEV0065,SUCCESS,YES,NetworkVendor,GATE-B,NO,NO,NORMAL,,0.0070334182634924,NORMAL,0
VPN-00023,2026-06-09 12:25:16+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,YARD-A,NO,NO,NORMAL,,0.006911007807133493,NORMAL,0
VPN-00304,2026-06-23 19:32:00+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.006872153854315256,NORMAL,0
VPN-00977,2026-06-12 08:08:26+00:00,V019,ACC0007,DEV0013,SUCCESS,YES,MaintenanceVendor,GATE-B,NO,NO,NORMAL,,0.00686108328996977,NORMAL,0
VPN-01694,2026-06-11 12:12:10+00:00,V003,ACC0035,DEV0069,SUCCESS,YES,YardVendor,OT-ZONE,NO,NO,NORMAL,,0.006744345512292273,NORMAL,0
VPN-00597,2026-06-29 13:37:39+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,,0.006697950175901638,NORMAL,0
VPN-00949,2026-06-06 14:20:23+00:00,V001,ACC0001,DEV0001,SUCCESS,YES,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,,0.006696222443946043,NORMAL,0
VPN-00676,2026-06-18 10:02:18+00:00,V019,ACC0027,DEV0053,SUCCESS,YES,MaintenanceVendor,GATE-B,NO,NO,NORMAL,,0.006648263881413927,NORMAL,0
VPN-00038,2026-06-03 18:59:45+00:00,V012,ACC0038,DEV0075,SUCCESS,YES,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,,0.006615299073640427,NORMAL,0
VPN-00342,2026-06-21 15:56:14+00:00,V014,ACC0052,DEV0003,SUCCESS,YES,MaintenanceVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.006602886287233213,NORMAL,0
VPN-00365,2026-06-29 16:59:22+00:00,V010,ACC0024,DEV0047,SUCCESS,YES,AutomationVendor,OT-ZONE,NO,NO,NORMAL,,0.00659032508048416,NORMAL,0
VPN-01354,2026-06-01 22:34:37+00:00,V015,ACC0059,DEV0017,SUCCESS,YES,AutomationVendor,YARD-B,YES,NO,NORMAL,,0.006521537457824555,NORMAL,0
VPN-00735,2026-06-16 06:46:11+00:00,V015,ACC0039,DEV0077,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.006495186696737454,NORMAL,0
VPN-00029,2026-06-30 09:56:30+00:00,V017,ACC0053,DEV0005,SUCCESS,YES,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,,0.0064224709368228584,NORMAL,0
VPN-00183,2026-06-17 10:30:40+00:00,V001,ACC0021,DEV0041,SUCCESS,YES,CraneVendor,GATE-A,NO,NO,NORMAL,,0.0064197994810398906,NORMAL,0
VPN-00266,2026-06-17 19:20:07+00:00,V012,ACC0038,DEV0075,SUCCESS,YES,NetworkVendor,OT-ZONE,NO,NO,NORMAL,,0.006388124379134233,NORMAL,0
VPN-01683,2026-06-02 18:51:40+00:00,V009,ACC0017,DEV0033,SUCCESS,YES,MaintenanceVendor,GATE-A,NO,NO,NORMAL,,0.006305165515351215,NORMAL,0
VPN-01581,2026-06-05 18:45:35+00:00,V002,ACC0048,DEV0095,SUCCESS,YES,NetworkVendor,YARD-A,NO,NO,NORMAL,,0.006205723199249682,NORMAL,0
VPN-00841,2026-06-03 08:42:02+00:00,V002,ACC0028,DEV0055,SUCCESS,YES,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.0060874694153792335,NORMAL,0
VPN-00793,2026-06-04 18:21:58+00:00,V009,ACC0017,DEV0033,SUCCESS,YES,MaintenanceVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.00575192229185622,NORMAL,0
VPN-01636,2026-06-10 13:11:37+00:00,V017,ACC0053,DEV0005,SUCCESS,YES,NetworkVendor,GATE-A,NO,NO,NORMAL,,0.005411657784384983,NORMAL,0
VPN-01341,2026-06-20 13:28:32+00:00,V012,ACC0038,DEV0075,SUCCESS,YES,NetworkVendor,OT-ZONE,NO,NO,NORMAL,,0.005401223046647895,NORMAL,0
VPN-00437,2026-06-30 10:02:35+00:00,V015,ACC0039,DEV0077,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.005341422000625436,NORMAL,0
VPN-01262,2026-06-05 13:03:57+00:00,V012,ACC0058,DEV0015,SUCCESS,YES,NetworkVendor,GATE-A,NO,NO,NORMAL,,0.005209377376939734,NORMAL,0
VPN-00076,2026-06-23 15:44:48+00:00,V020,ACC0054,DEV0007,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.00492085462473891,NORMAL,0
VPN-00391,2026-06-06 13:27:14+00:00,V001,ACC0021,DEV0041,SUCCESS,YES,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,,0.00490320455105995,NORMAL,0
VPN-00185,2026-06-17 06:56:55+00:00,V009,ACC0017,DEV0033,SUCCESS,YES,MaintenanceVendor,GATE-A,NO,NO,NORMAL,,0.004891044294121627,NORMAL,0
VPN-00509,2026-06-07 11:32:08+00:00,V019,ACC0027,DEV0053,SUCCESS,YES,MaintenanceVendor,YARD-A,NO,NO,NORMAL,,0.004881843659533895,NORMAL,0
VPN-01485,2026-06-08 18:24:35+00:00,V010,ACC0024,DEV0047,SUCCESS,YES,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,,0.004722580726313705,NORMAL,0
VPN-00385,2026-06-06 18:06:42+00:00,V010,ACC0004,DEV0007,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.004633155278857529,NORMAL,0
VPN-01186,2026-06-07 09:45:32+00:00,V013,ACC0045,DEV0089,SUCCESS,YES,YardVendor,YARD-C,NO,NO,NORMAL,,0.004510682544918757,NORMAL,0
VPN-01617,2026-06-03 12:05:33+00:00,V001,ACC0021,DEV0041,SUCCESS,YES,CraneVendor,OT-ZONE,NO,NO,NORMAL,,0.004300874019838187,NORMAL,0
VPN-00844,2026-06-01 09:35:57+00:00,V001,ACC0021,DEV0041,SUCCESS,YES,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,,0.004285659734794524,NORMAL,0
VPN-01757,2026-06-06 17:10:26+00:00,V010,ACC0024,DEV0047,SUCCESS,YES,AutomationVendor,OT-ZONE,NO,NO,NORMAL,,0.004262022739434846,NORMAL,0
VPN-01072,2026-06-21 10:15:01+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,YARD-A,NO,NO,NORMAL,,0.00421393788010401,NORMAL,0
VPN-01400,2026-06-07 18:01:43+00:00,V015,ACC0039,DEV0077,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.004188852428002797,NORMAL,0
VPN-00269,2026-06-14 18:14:59+00:00,V012,ACC0038,DEV0075,SUCCESS,YES,NetworkVendor,YARD-C,NO,NO,NORMAL,,0.004073771537853917,NORMAL,0
VPN-00888,2026-06-20 13:33:37+00:00,V013,ACC0025,DEV0049,SUCCESS,YES,YardVendor,GATE-B,NO,NO,NORMAL,,0.004053251459572585,NORMAL,0
VPN-00675,2026-06-18 07:02:21+00:00,V001,ACC0021,DEV0041,SUCCESS,YES,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,,0.003923370772372225,NORMAL,0
VPN-00241,2026-06-10 10:22:01+00:00,V002,ACC0048,DEV0095,SUCCESS,YES,NetworkVendor,OT-ZONE,NO,NO,NORMAL,,0.003871205139235238,NORMAL,0
VPN-01556,2026-06-21 12:05:51+00:00,V002,ACC0028,DEV0055,SUCCESS,YES,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,,0.0038472320000160196,NORMAL,0
VPN-00492,2026-06-11 10:51:59+00:00,V002,ACC0028,DEV0055,SUCCESS,YES,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,,0.0036831600229027955,NORMAL,0
VPN-00890,2026-06-01 16:36:30+00:00,V014,ACC0012,DEV0023,SUCCESS,YES,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,,0.00362099204185283,NORMAL,0
VPN-00292,2026-06-17 13:14:53+00:00,V020,ACC0054,DEV0007,SUCCESS,YES,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,,0.003514344209669294,NORMAL,0
VPN-00235,2026-06-27 19:57:44+00:00,V005,ACC0009,DEV0017,SUCCESS,YES,AutomationVendor,GATE-A,NO,NO,NORMAL,,0.003400579053555335,NORMAL,0
VPN-00789,2026-06-10 12:14:17+00:00,V012,ACC0038,DEV0075,SUCCESS,YES,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,,0.003229769171424551,NORMAL,0
VPN-00900,2026-06-06 19:12:30+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,OT-ZONE,NO,NO,NORMAL,,0.003216757443243838,NORMAL,0
VPN-01626,2026-06-28 14:59:05+00:00,V001,ACC0041,DEV0081,SUCCESS,YES,CraneVendor,GATE-B,NO,NO,NORMAL,,0.0026711871103925365,NORMAL,0
