event_id,timestamp,container_id,yard_zone,gate_event,cargo_status,manifest_change,action,destination_code,event_label,incident_id
CARGO-00575,2026-06-10T23:33:41Z,CONT-005705,YARD-A,GATE_IN,HOLD,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00576,2026-06-08T16:34:25Z,CONT-003201,YARD-C,NONE,RECEIVED,YES,MANIFEST_CHANGE,DST-C,SUSPICIOUS,
CARGO-00577,2026-06-15T00:41:14Z,CONT-004193,YARD-A,NONE,RECEIVED,NO,UNLOAD,DST-A,NORMAL,
CARGO-00578,2026-06-13T21:01:23Z,CONT-002021,YARD-B,GATE_IN,RECEIVED,NO,LOAD,DST-C,NORMAL,
CARGO-00579,2026-06-20T15:42:15Z,CONT-004914,YARD-A,NONE,RECEIVED,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00580,2026-06-19T22:17:03Z,CONT-008850,YARD-C,GATE_OUT,CLEARED,NO,LOAD,DST-D,NORMAL,
CARGO-00581,2026-06-04T17:49:18Z,CONT-005141,YARD-A,GATE_IN,CLEARED,NO,UNLOAD,DST-A,NORMAL,
CARGO-00582,2026-06-23T22:29:18Z,CONT-003784,YARD-C,GATE_OUT,IN_YARD,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00583,2026-06-11T17:20:39Z,CONT-004792,YARD-C,GATE_OUT,HOLD,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00584,2026-06-07T01:02:22Z,CONT-006131,YARD-C,NONE,IN_YARD,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00585,2026-06-14T11:04:19Z,CONT-006787,YARD-A,NONE,RECEIVED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00586,2026-06-01T14:56:57Z,CONT-004513,YARD-C,GATE_OUT,IN_YARD,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00587,2026-06-12T02:55:46Z,CONT-000567,YARD-C,GATE_IN,RECEIVED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00588,2026-06-30T01:54:15Z,CONT-003161,YARD-B,GATE_OUT,HOLD,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00589,2026-06-24T06:43:11Z,CONT-006074,YARD-A,NONE,CLEARED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00590,2026-06-02T06:06:28Z,CONT-008061,YARD-C,GATE_IN,LOADED,NO,LOAD,DST-C,NORMAL,
CARGO-00591,2026-06-02T11:38:06Z,CONT-008123,YARD-C,GATE_OUT,RECEIVED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00592,2026-06-26T13:38:38Z,CONT-005943,YARD-A,GATE_IN,RECEIVED,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00593,2026-06-17T22:00:15Z,CONT-007178,YARD-C,NONE,RECEIVED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00594,2026-06-19T12:32:55Z,CONT-008937,YARD-C,GATE_OUT,IN_YARD,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00595,2026-06-05T19:52:41Z,CONT-000652,YARD-A,GATE_OUT,HOLD,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00596,2026-06-05T20:13:55Z,CONT-004088,YARD-C,GATE_OUT,IN_YARD,NO,GATE_IN,DST-C,NORMAL,
CARGO-00597,2026-06-17T05:30:40Z,CONT-008878,YARD-C,GATE_IN,CLEARED,NO,UNLOAD,DST-A,NORMAL,
CARGO-00598,2026-06-04T00:51:34Z,CONT-000447,YARD-A,NONE,HOLD,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00599,2026-06-14T15:29:33Z,CONT-002681,YARD-B,GATE_OUT,CLEARED,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00600,2026-06-30T18:40:06Z,CONT-002350,YARD-C,GATE_OUT,LOADED,NO,UNLOAD,DST-B,NORMAL,
CARGO-00601,2026-06-19T09:09:45Z,CONT-002621,YARD-A,NONE,IN_YARD,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00602,2026-06-08T16:31:50Z,CONT-007609,YARD-C,GATE_IN,RECEIVED,NO,UNLOAD,DST-B,NORMAL,
CARGO-00603,2026-06-16T12:20:58Z,CONT-005444,YARD-B,GATE_IN,RECEIVED,NO,UNLOAD,DST-A,NORMAL,
CARGO-00604,2026-06-04T05:26:14Z,CONT-006991,YARD-A,NONE,HOLD,NO,UNLOAD,DST-D,NORMAL,
CARGO-00605,2026-06-20T18:37:20Z,CONT-000893,YARD-C,GATE_IN,RECEIVED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00606,2026-06-13T03:00:16Z,CONT-005122,YARD-A,GATE_IN,RECEIVED,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00607,2026-06-05T20:31:39Z,CONT-007162,YARD-B,GATE_OUT,RECEIVED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00608,2026-06-29T02:18:43Z,CONT-003765,YARD-A,GATE_OUT,IN_YARD,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00609,2026-06-03T07:04:32Z,CONT-003013,YARD-C,GATE_IN,CLEARED,NO,LOAD,DST-A,NORMAL,
CARGO-00610,2026-06-06T07:44:55Z,CONT-003391,YARD-C,GATE_IN,IN_YARD,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00611,2026-06-11T13:55:16Z,CONT-000603,YARD-C,GATE_IN,RECEIVED,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00612,2026-06-06T08:41:54Z,CONT-002584,YARD-A,NONE,CLEARED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00613,2026-06-04T22:12:07Z,CONT-000152,YARD-B,GATE_IN,LOADED,NO,LOAD,DST-C,NORMAL,
CARGO-00614,2026-06-14T11:13:20Z,CONT-001836,YARD-A,GATE_IN,LOADED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00615,2026-06-30T23:16:30Z,CONT-008589,YARD-C,NONE,HOLD,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00616,2026-06-27T01:26:37Z,CONT-003825,YARD-A,NONE,LOADED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00617,2026-06-15T21:51:18Z,CONT-008593,YARD-B,GATE_IN,LOADED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00618,2026-06-18T10:45:24Z,CONT-006535,YARD-C,GATE_OUT,LOADED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00619,2026-06-07T04:17:39Z,CONT-004708,YARD-B,GATE_OUT,RECEIVED,NO,LOAD,DST-D,NORMAL,
CARGO-00620,2026-06-06T22:12:50Z,CONT-007662,YARD-B,GATE_IN,CLEARED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00621,2026-06-04T08:42:11Z,CONT-007867,YARD-A,GATE_IN,HOLD,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00622,2026-06-28T00:30:09Z,CONT-008058,YARD-C,GATE_OUT,CLEARED,NO,LOAD,DST-A,NORMAL,
CARGO-00623,2026-06-20T22:56:10Z,CONT-007096,YARD-C,NONE,HOLD,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00624,2026-06-15T07:15:40Z,CONT-001856,YARD-C,GATE_IN,IN_YARD,NO,GATE_IN,DST-B,NORMAL,
CARGO-00625,2026-06-14T16:28:34Z,CONT-001066,YARD-C,NONE,CLEARED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00626,2026-06-18T22:56:51Z,CONT-002479,YARD-A,GATE_OUT,CLEARED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00627,2026-06-29T12:01:28Z,CONT-001423,YARD-A,GATE_OUT,RECEIVED,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00628,2026-06-19T22:47:28Z,CONT-005948,YARD-C,GATE_OUT,LOADED,NO,GATE_IN,DST-A,NORMAL,
CARGO-00629,2026-06-02T04:18:01Z,CONT-005803,YARD-C,GATE_OUT,CLEARED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00630,2026-06-16T08:20:47Z,CONT-004660,YARD-B,GATE_OUT,LOADED,NO,UNLOAD,DST-B,NORMAL,
CARGO-00631,2026-06-06T08:02:43Z,CONT-002444,YARD-B,NONE,IN_YARD,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00632,2026-06-04T20:58:29Z,CONT-004247,YARD-A,GATE_OUT,CLEARED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00633,2026-06-13T19:50:31Z,CONT-003361,YARD-C,GATE_IN,RECEIVED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00634,2026-06-09T01:09:53Z,CONT-003214,YARD-A,NONE,LOADED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00635,2026-06-30T04:47:09Z,CONT-007961,YARD-C,NONE,CLEARED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00636,2026-06-19T05:42:22Z,CONT-002048,YARD-B,NONE,IN_YARD,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00637,2026-06-12T10:14:13Z,CONT-006535,YARD-A,GATE_OUT,IN_YARD,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00638,2026-06-12T08:29:51Z,CONT-007207,YARD-B,GATE_IN,CLEARED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00639,2026-06-14T10:09:17Z,CONT-008818,YARD-A,GATE_IN,HOLD,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00640,2026-06-29T12:21:36Z,CONT-002287,YARD-C,NONE,LOADED,NO,UNLOAD,DST-C,NORMAL,
CARGO-00641,2026-06-14T17:01:25Z,CONT-008059,YARD-A,GATE_OUT,LOADED,NO,LOAD,DST-A,NORMAL,
CARGO-00642,2026-06-08T15:37:35Z,CONT-001549,YARD-C,NONE,LOADED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00643,2026-06-23T02:53:50Z,CONT-006355,YARD-B,GATE_IN,CLEARED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00644,2026-06-10T01:33:04Z,CONT-001323,YARD-C,GATE_OUT,CLEARED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00645,2026-06-21T07:35:56Z,CONT-001357,YARD-A,GATE_OUT,CLEARED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00646,2026-06-23T04:09:21Z,CONT-004067,YARD-C,NONE,CLEARED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00647,2026-06-08T17:44:43Z,CONT-004376,YARD-A,GATE_OUT,HOLD,YES,MANIFEST_CHANGE,DST-A,SUSPICIOUS,
CARGO-00648,2026-06-19T15:45:52Z,CONT-006991,YARD-B,NONE,HOLD,NO,UNLOAD,DST-A,NORMAL,
CARGO-00649,2026-06-20T15:00:55Z,CONT-006760,YARD-C,NONE,IN_YARD,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00650,2026-06-30T14:59:54Z,CONT-006514,YARD-B,GATE_OUT,HOLD,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00651,2026-06-20T20:23:51Z,CONT-004111,YARD-B,NONE,HOLD,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00652,2026-06-28T06:06:39Z,CONT-002836,YARD-A,GATE_OUT,HOLD,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00653,2026-06-23T05:50:38Z,CONT-001388,YARD-C,GATE_IN,LOADED,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00654,2026-06-26T14:23:23Z,CONT-001948,YARD-C,NONE,LOADED,NO,GATE_IN,DST-A,NORMAL,
CARGO-00655,2026-06-22T07:18:08Z,CONT-006597,YARD-A,GATE_IN,LOADED,NO,GATE_IN,DST-B,NORMAL,
CARGO-00656,2026-06-05T05:00:29Z,CONT-007357,YARD-A,GATE_IN,HOLD,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00657,2026-06-22T08:43:20Z,CONT-006111,YARD-A,NONE,RECEIVED,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00658,2026-06-10T01:41:44Z,CONT-001665,YARD-A,GATE_IN,RECEIVED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00659,2026-06-09T20:14:58Z,CONT-006606,YARD-C,NONE,IN_YARD,NO,UNLOAD,DST-C,NORMAL,
CARGO-00660,2026-06-08T11:56:17Z,CONT-007029,YARD-B,NONE,CLEARED,NO,GATE_IN,DST-D,NORMAL,
CARGO-00661,2026-06-14T17:55:03Z,CONT-000178,YARD-B,GATE_OUT,LOADED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00662,2026-06-20T19:23:56Z,CONT-000731,YARD-A,GATE_IN,IN_YARD,NO,LOAD,DST-A,NORMAL,
CARGO-00663,2026-06-21T22:23:00Z,CONT-002890,YARD-C,GATE_OUT,HOLD,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00664,2026-06-22T22:01:28Z,CONT-003171,YARD-B,GATE_OUT,RECEIVED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00665,2026-06-19T15:50:31Z,CONT-004019,YARD-B,GATE_OUT,RECEIVED,YES,MANIFEST_CHANGE,DST-C,SUSPICIOUS,
CARGO-00666,2026-06-07T00:24:27Z,CONT-001651,YARD-B,GATE_OUT,RECEIVED,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00667,2026-06-03T17:31:53Z,CONT-005535,YARD-A,NONE,HOLD,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00668,2026-06-19T16:43:12Z,CONT-008206,YARD-C,GATE_IN,LOADED,NO,UNLOAD,DST-C,NORMAL,
CARGO-00669,2026-06-19T16:46:34Z,CONT-005229,YARD-A,GATE_OUT,RECEIVED,YES,MANIFEST_CHANGE,DST-D,SUSPICIOUS,
CARGO-00670,2026-06-12T21:17:54Z,CONT-006059,YARD-C,NONE,HOLD,NO,UNLOAD,DST-D,NORMAL,
CARGO-00671,2026-06-15T19:10:37Z,CONT-007747,YARD-B,GATE_OUT,CLEARED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00672,2026-06-15T21:41:18Z,CONT-002855,YARD-A,GATE_OUT,LOADED,NO,GATE_IN,DST-D,NORMAL,
CARGO-00673,2026-06-25T22:42:33Z,CONT-005994,YARD-B,GATE_OUT,HOLD,NO,LOAD,DST-A,NORMAL,
CARGO-00674,2026-06-26T16:41:38Z,CONT-000391,YARD-B,GATE_IN,CLEARED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00675,2026-06-29T07:16:34Z,CONT-007007,YARD-C,NONE,LOADED,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00676,2026-06-19T11:31:25Z,CONT-000842,YARD-A,GATE_OUT,IN_YARD,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00677,2026-06-27T15:58:22Z,CONT-000504,YARD-C,NONE,RECEIVED,NO,LOAD,DST-C,NORMAL,
CARGO-00678,2026-06-02T19:42:32Z,CONT-004778,YARD-B,NONE,LOADED,NO,LOAD,DST-D,NORMAL,
CARGO-00679,2026-06-02T05:35:40Z,CONT-000722,YARD-C,NONE,CLEARED,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00680,2026-06-11T08:41:07Z,CONT-004322,YARD-C,NONE,CLEARED,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00681,2026-06-13T02:03:37Z,CONT-007175,YARD-A,NONE,HOLD,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00682,2026-06-26T23:11:57Z,CONT-005441,YARD-C,NONE,HOLD,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00683,2026-06-04T04:46:17Z,CONT-006395,YARD-B,NONE,CLEARED,NO,GATE_IN,DST-A,NORMAL,
CARGO-00684,2026-06-05T04:46:30Z,CONT-006313,YARD-B,NONE,HOLD,NO,LOAD,DST-B,NORMAL,
CARGO-00685,2026-06-12T00:35:32Z,CONT-006927,YARD-B,GATE_OUT,RECEIVED,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00686,2026-06-11T00:06:35Z,CONT-008154,YARD-C,GATE_OUT,HOLD,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00687,2026-06-05T00:27:19Z,CONT-005305,YARD-B,GATE_IN,IN_YARD,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00688,2026-06-28T06:25:51Z,CONT-004806,YARD-B,GATE_OUT,LOADED,NO,LOAD,DST-B,NORMAL,
CARGO-00689,2026-06-11T04:21:27Z,CONT-005129,YARD-C,NONE,HOLD,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00690,2026-06-26T12:41:33Z,CONT-007909,YARD-B,GATE_OUT,IN_YARD,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00691,2026-06-27T07:08:14Z,CONT-003355,YARD-A,GATE_OUT,CLEARED,NO,MANIFEST_REVIEW,DST-A,NORMAL,
CARGO-00692,2026-06-18T04:59:27Z,CONT-005704,YARD-A,GATE_OUT,RECEIVED,NO,YARD_MOVE,DST-B,NORMAL,
CARGO-00693,2026-06-13T18:29:42Z,CONT-004990,YARD-B,GATE_IN,RECEIVED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00694,2026-06-27T20:39:43Z,CONT-006503,YARD-B,GATE_OUT,LOADED,NO,GATE_IN,DST-A,NORMAL,
CARGO-00695,2026-06-01T21:50:06Z,CONT-000175,YARD-B,NONE,CLEARED,NO,GATE_IN,DST-A,NORMAL,
CARGO-00696,2026-06-22T19:38:04Z,CONT-008477,YARD-C,GATE_IN,RECEIVED,NO,UNLOAD,DST-B,NORMAL,
CARGO-00697,2026-06-27T23:05:01Z,CONT-002991,YARD-A,GATE_OUT,RECEIVED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00698,2026-06-07T06:06:39Z,CONT-004994,YARD-C,NONE,RECEIVED,NO,GATE_IN,DST-D,NORMAL,
CARGO-00699,2026-06-12T01:54:47Z,CONT-002337,YARD-B,GATE_OUT,IN_YARD,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00700,2026-06-27T21:50:22Z,CONT-005218,YARD-B,NONE,LOADED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00701,2026-06-02T06:46:55Z,CONT-005877,YARD-C,GATE_IN,HOLD,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00702,2026-06-20T15:22:20Z,CONT-003827,YARD-A,NONE,RECEIVED,NO,GATE_IN,DST-A,NORMAL,
CARGO-00703,2026-06-22T07:23:20Z,CONT-008645,YARD-C,NONE,LOADED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00704,2026-06-21T08:31:48Z,CONT-002555,YARD-B,GATE_IN,IN_YARD,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00705,2026-06-24T03:54:16Z,CONT-002207,YARD-B,NONE,IN_YARD,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00706,2026-06-19T06:45:53Z,CONT-002200,YARD-A,GATE_OUT,LOADED,NO,GATE_IN,DST-C,NORMAL,
CARGO-00707,2026-06-02T01:00:40Z,CONT-001243,YARD-C,GATE_IN,RECEIVED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00708,2026-06-25T02:19:25Z,CONT-006268,YARD-C,GATE_IN,CLEARED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00709,2026-06-08T08:37:23Z,CONT-001918,YARD-A,GATE_OUT,RECEIVED,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00710,2026-06-04T07:51:37Z,CONT-005636,YARD-B,GATE_IN,LOADED,YES,MANIFEST_CHANGE,DST-B,NORMAL,
CARGO-00711,2026-06-17T11:33:10Z,CONT-003710,YARD-B,GATE_IN,IN_YARD,NO,LOAD,DST-A,NORMAL,
CARGO-00712,2026-06-11T12:00:53Z,CONT-000054,YARD-B,NONE,RECEIVED,NO,GATE_OUT,DST-C,NORMAL,
CARGO-00713,2026-06-26T02:48:19Z,CONT-002189,YARD-C,GATE_IN,LOADED,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00714,2026-06-14T09:30:52Z,CONT-007432,YARD-C,GATE_OUT,IN_YARD,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00715,2026-06-16T00:28:33Z,CONT-005994,YARD-A,GATE_OUT,IN_YARD,NO,UNLOAD,DST-A,NORMAL,
CARGO-00716,2026-06-18T03:14:43Z,CONT-007746,YARD-C,GATE_IN,LOADED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00717,2026-06-29T13:07:00Z,CONT-003137,YARD-A,GATE_OUT,LOADED,NO,UNLOAD,DST-B,NORMAL,
CARGO-00718,2026-06-25T17:29:19Z,CONT-008404,YARD-C,GATE_OUT,IN_YARD,NO,LOAD,DST-D,NORMAL,
CARGO-00719,2026-06-15T19:27:30Z,CONT-005958,YARD-C,GATE_OUT,CLEARED,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00720,2026-06-02T23:39:46Z,CONT-006643,YARD-C,GATE_OUT,CLEARED,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00721,2026-06-07T18:29:54Z,CONT-003879,YARD-A,NONE,LOADED,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00722,2026-06-13T18:47:58Z,CONT-006239,YARD-A,GATE_OUT,IN_YARD,NO,UNLOAD,DST-A,NORMAL,
CARGO-00723,2026-06-14T14:23:00Z,CONT-007102,YARD-C,GATE_IN,CLEARED,NO,GATE_IN,DST-B,NORMAL,
CARGO-00724,2026-06-28T07:25:08Z,CONT-007665,YARD-C,GATE_IN,CLEARED,YES,MANIFEST_CHANGE,DST-C,SUSPICIOUS,
CARGO-00725,2026-06-16T23:22:25Z,CONT-006180,YARD-B,NONE,CLEARED,NO,UNLOAD,DST-A,NORMAL,
CARGO-00726,2026-06-29T13:33:33Z,CONT-007979,YARD-C,GATE_IN,LOADED,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00727,2026-06-14T20:27:39Z,CONT-003556,YARD-A,GATE_IN,RECEIVED,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00728,2026-06-30T22:01:04Z,CONT-002268,YARD-C,GATE_OUT,RECEIVED,NO,GATE_OUT,DST-D,NORMAL,
CARGO-00729,2026-06-05T23:31:39Z,CONT-008849,YARD-B,GATE_OUT,HOLD,NO,UNLOAD,DST-D,NORMAL,
CARGO-00730,2026-06-11T06:09:04Z,CONT-006549,YARD-B,GATE_IN,HOLD,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00731,2026-06-17T13:00:09Z,CONT-008157,YARD-C,NONE,CLEARED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00732,2026-06-29T07:35:34Z,CONT-003090,YARD-B,NONE,HOLD,NO,UNLOAD,DST-A,NORMAL,
CARGO-00733,2026-06-22T05:41:04Z,CONT-008252,YARD-C,GATE_OUT,RECEIVED,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00734,2026-06-18T02:05:00Z,CONT-008744,YARD-B,GATE_IN,CLEARED,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00735,2026-06-23T09:57:59Z,CONT-007570,YARD-A,GATE_IN,HOLD,NO,MANIFEST_REVIEW,DST-D,NORMAL,
CARGO-00736,2026-06-19T13:34:04Z,CONT-004637,YARD-A,GATE_IN,RECEIVED,YES,MANIFEST_CHANGE,DST-D,SUSPICIOUS,
CARGO-00737,2026-06-22T06:04:15Z,CONT-000179,YARD-C,GATE_OUT,RECEIVED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00738,2026-06-28T04:57:25Z,CONT-008386,YARD-A,GATE_OUT,RECEIVED,NO,UNLOAD,DST-A,NORMAL,
CARGO-00739,2026-06-26T17:51:35Z,CONT-004944,YARD-A,GATE_OUT,LOADED,YES,MANIFEST_CHANGE,DST-D,NORMAL,
CARGO-00740,2026-06-13T10:22:25Z,CONT-007325,YARD-C,GATE_IN,IN_YARD,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00741,2026-06-15T04:01:38Z,CONT-003616,YARD-C,GATE_OUT,RECEIVED,NO,UNLOAD,DST-D,NORMAL,
CARGO-00742,2026-06-19T15:58:28Z,CONT-008322,YARD-A,NONE,RECEIVED,NO,LOAD,DST-A,NORMAL,
CARGO-00743,2026-06-26T04:45:57Z,CONT-001491,YARD-C,GATE_OUT,HOLD,NO,LOAD,DST-B,NORMAL,
CARGO-00744,2026-06-12T05:59:09Z,CONT-008189,YARD-C,NONE,RECEIVED,YES,MANIFEST_CHANGE,DST-A,NORMAL,
CARGO-00745,2026-06-12T13:32:36Z,CONT-007723,YARD-B,GATE_OUT,RECEIVED,NO,LOAD,DST-B,NORMAL,
CARGO-00746,2026-06-13T10:14:30Z,CONT-005140,YARD-A,NONE,CLEARED,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00747,2026-06-25T12:09:55Z,CONT-001380,YARD-B,GATE_IN,RECEIVED,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00748,2026-06-15T02:31:32Z,CONT-000166,YARD-C,GATE_IN,HOLD,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00749,2026-06-01T13:15:53Z,CONT-004227,YARD-C,GATE_OUT,CLEARED,YES,MANIFEST_CHANGE,DST-C,NORMAL,
CARGO-00750,2026-06-04T20:36:38Z,CONT-008512,YARD-C,GATE_OUT,LOADED,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00751,2026-06-04T21:20:39Z,CONT-001581,YARD-B,GATE_OUT,HOLD,YES,MANIFEST_CHANGE,DST-C,SUSPICIOUS,
CARGO-00752,2026-06-11T11:40:40Z,CONT-003566,YARD-A,GATE_OUT,LOADED,NO,GATE_IN,DST-D,NORMAL,
CARGO-00753,2026-06-26T12:02:26Z,CONT-005093,YARD-B,NONE,HOLD,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00754,2026-06-07T14:28:40Z,CONT-006124,YARD-B,GATE_IN,HOLD,NO,GATE_OUT,DST-B,NORMAL,
CARGO-00755,2026-06-27T19:04:59Z,CONT-005146,YARD-C,GATE_OUT,IN_YARD,NO,LOAD,DST-A,NORMAL,
CARGO-00756,2026-06-07T17:25:12Z,CONT-000752,YARD-C,GATE_OUT,HOLD,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00757,2026-06-30T18:03:10Z,CONT-002980,YARD-C,GATE_IN,LOADED,NO,MANIFEST_REVIEW,DST-C,NORMAL,
CARGO-00758,2026-06-09T16:53:09Z,CONT-007582,YARD-A,NONE,CLEARED,NO,YARD_MOVE,DST-D,NORMAL,
CARGO-00759,2026-06-25T02:18:27Z,CONT-008440,YARD-B,GATE_OUT,LOADED,YES,MANIFEST_CHANGE,DST-D,SUSPICIOUS,
CARGO-00760,2026-06-24T07:00:25Z,CONT-001367,YARD-B,NONE,CLEARED,NO,GATE_OUT,DST-A,NORMAL,
CARGO-00761,2026-06-08T12:57:20Z,CONT-008117,YARD-B,GATE_OUT,HOLD,NO,YARD_MOVE,DST-C,NORMAL,
CARGO-00762,2026-06-13T09:37:12Z,CONT-005877,YARD-A,NONE,RECEIVED,NO,YARD_MOVE,DST-A,NORMAL,
CARGO-00763,2026-06-13T23:07:09Z,CONT-005960,YARD-A,GATE_OUT,IN_YARD,NO,MANIFEST_REVIEW,DST-B,NORMAL,
CARGO-00764,2026-06-23T05:26:05Z,CONT-005991,YARD-B,GATE_IN,RECEIVED,NO,YARD_MOVE,DST-C,NORMAL,
