event_id,timestamp,asset_id,command_type,alarm_code,process_state,operator_id,severity,command_sequence_valid,event_label,incident_id
OT-00656,2026-06-01T23:49:38Z,YARD-07,IDLE,NONE,IDLE,OP017,LOW,YES,NORMAL,
OT-00657,2026-06-22T18:45:31Z,PLC12,MOVE_RIGHT,NONE,NORMAL,OP007,LOW,YES,NORMAL,
OT-00658,2026-06-27T12:31:48Z,PLC07,SPEED_SET,NONE,RUNNING,OP021,LOW,YES,NORMAL,
OT-00659,2026-06-24T15:04:46Z,PLC06,MOVE_RIGHT,NONE,NORMAL,OP029,LOW,YES,NORMAL,
OT-00660,2026-06-02T21:43:54Z,YARD-07,HOIST_DOWN,ALM-107,IDLE,OP031,MEDIUM,YES,NORMAL,
OT-00661,2026-06-20T17:32:51Z,YARD-08,MOVE_LEFT,NONE,NORMAL,OP018,LOW,YES,NORMAL,
OT-00662,2026-06-20T16:09:21Z,PLC05,IDLE,NONE,NORMAL,OP025,LOW,YES,NORMAL,
OT-00663,2026-06-10T21:53:26Z,YARD-01,STOP,NONE,IDLE,OP035,LOW,YES,NORMAL,
OT-00664,2026-06-25T03:53:49Z,CRANE08,SPEED_SET,NONE,IDLE,OP001,LOW,YES,NORMAL,
OT-00665,2026-06-25T00:57:57Z,CRANE07,STOP,NONE,IDLE,OP001,LOW,YES,NORMAL,
OT-00666,2026-06-03T16:34:48Z,CRANE06,MOVE_RIGHT,NONE,NORMAL,OP017,LOW,YES,NORMAL,
OT-00667,2026-06-27T06:39:21Z,YARD-02,HOIST_DOWN,NONE,IDLE,OP018,LOW,YES,NORMAL,
OT-00668,2026-06-03T03:30:35Z,CRANE04,STOP,NONE,RUNNING,OP025,LOW,YES,NORMAL,
OT-00669,2026-06-29T16:42:49Z,YARD-07,STATUS_READ,NONE,NORMAL,OP009,LOW,YES,NORMAL,
OT-00670,2026-06-12T04:22:58Z,YARD-07,SPEED_SET,NONE,NORMAL,OP027,LOW,YES,NORMAL,
OT-00671,2026-06-22T07:57:10Z,CRANE05,MOVE_LEFT,NONE,IDLE,OP011,LOW,YES,NORMAL,
OT-00672,2026-06-14T21:39:30Z,PLC02,STOP,NONE,NORMAL,OP020,LOW,YES,NORMAL,
OT-00673,2026-06-13T06:33:05Z,PLC05,HOIST_DOWN,ALM-107,RUNNING,OP025,MEDIUM,YES,NORMAL,
OT-00674,2026-06-22T07:49:23Z,PLC07,MOVE_LEFT,NONE,IDLE,OP014,LOW,YES,NORMAL,
OT-00675,2026-06-24T06:46:32Z,PLC09,IDLE,NONE,NORMAL,OP006,LOW,YES,NORMAL,
OT-00676,2026-06-04T05:28:12Z,PLC02,MOVE_RIGHT,NONE,RUNNING,OP019,LOW,YES,NORMAL,
OT-00677,2026-06-06T16:24:03Z,CRANE05,MOVE_RIGHT,NONE,NORMAL,OP007,LOW,YES,NORMAL,
OT-00678,2026-06-16T15:02:58Z,PLC07,STATUS_READ,NONE,IDLE,OP039,LOW,YES,NORMAL,
OT-00679,2026-06-01T13:00:26Z,CRANE01,HOIST_DOWN,NONE,RUNNING,OP022,LOW,YES,NORMAL,
OT-00680,2026-06-22T03:09:51Z,PLC10,MOVE_RIGHT,NONE,NORMAL,OP018,LOW,YES,NORMAL,
OT-00681,2026-06-03T23:36:16Z,PLC05,HOIST_UP,NONE,IDLE,OP006,LOW,YES,NORMAL,
OT-00682,2026-06-13T04:36:46Z,PLC09,IDLE,NONE,IDLE,OP015,LOW,YES,NORMAL,
OT-00683,2026-06-14T21:28:37Z,PLC05,STOP,NONE,RUNNING,OP017,LOW,YES,NORMAL,
OT-00684,2026-06-16T12:04:46Z,PLC04,HOIST_UP,ALM-101,NORMAL,OP034,MEDIUM,YES,NORMAL,
OT-00685,2026-06-30T00:23:56Z,PLC10,STOP,NONE,RUNNING,OP035,LOW,YES,NORMAL,
OT-00686,2026-06-16T16:10:51Z,YARD-01,SPEED_SET,NONE,IDLE,OP022,LOW,YES,NORMAL,
OT-00687,2026-06-20T15:14:26Z,PLC12,HOIST_UP,NONE,IDLE,OP033,LOW,YES,NORMAL,
OT-00688,2026-06-01T18:45:35Z,YARD-02,MOVE_RIGHT,NONE,IDLE,OP003,LOW,YES,NORMAL,
OT-00689,2026-06-17T07:12:19Z,PLC01,HOIST_DOWN,NONE,IDLE,OP036,LOW,YES,NORMAL,
OT-00690,2026-06-05T04:39:56Z,YARD-07,MOVE_RIGHT,NONE,NORMAL,OP006,LOW,YES,NORMAL,
OT-00691,2026-06-09T16:35:18Z,PLC10,HOIST_DOWN,NONE,IDLE,OP036,LOW,YES,NORMAL,
OT-00692,2026-06-17T15:04:06Z,CRANE03,SPEED_SET,NONE,IDLE,OP013,LOW,YES,NORMAL,
OT-00693,2026-06-24T09:39:00Z,PLC11,MOVE_LEFT,NONE,NORMAL,OP016,LOW,YES,NORMAL,
OT-00694,2026-06-20T05:29:08Z,PLC06,HOIST_UP,NONE,NORMAL,OP018,LOW,YES,NORMAL,
OT-00695,2026-06-09T07:12:56Z,YARD-07,MOVE_RIGHT,NONE,RUNNING,OP039,LOW,YES,NORMAL,
OT-00696,2026-06-07T10:57:51Z,CRANE02,SPEED_SET,NONE,RUNNING,OP001,LOW,YES,NORMAL,
OT-00697,2026-06-22T16:27:19Z,PLC12,SPEED_SET,NONE,NORMAL,OP014,LOW,YES,NORMAL,
OT-00698,2026-06-09T19:35:05Z,PLC05,MOVE_RIGHT,NONE,RUNNING,OP008,LOW,YES,NORMAL,
OT-00699,2026-06-04T09:14:01Z,PLC01,HOIST_UP,NONE,NORMAL,OP010,LOW,YES,NORMAL,
OT-00700,2026-06-28T04:19:44Z,YARD-06,MOVE_RIGHT,NONE,NORMAL,OP008,LOW,YES,NORMAL,
OT-00701,2026-06-18T23:08:55Z,CRANE06,PLC_MODE_CHANGE,ALM-311,DEGRADED,OP021,CRITICAL,NO,SUSPICIOUS,INC-T21-003
OT-00702,2026-06-08T09:32:08Z,YARD-07,STATUS_READ,NONE,IDLE,OP011,LOW,YES,NORMAL,
OT-00703,2026-06-23T00:22:26Z,PLC08,IDLE,NONE,IDLE,OP010,LOW,YES,NORMAL,
OT-00704,2026-06-23T03:34:58Z,CRANE02,STOP,NONE,RUNNING,OP003,LOW,YES,NORMAL,
OT-00705,2026-06-24T06:36:08Z,PLC05,MOVE_LEFT,NONE,NORMAL,OP003,LOW,YES,NORMAL,
OT-00706,2026-06-20T20:58:34Z,PLC09,IDLE,NONE,RUNNING,OP025,LOW,YES,NORMAL,
OT-00707,2026-06-01T22:56:00Z,YARD-08,STOP,NONE,IDLE,OP026,LOW,YES,NORMAL,
OT-00708,2026-06-25T20:39:28Z,PLC11,SPEED_SET,NONE,NORMAL,OP018,LOW,YES,NORMAL,
OT-00709,2026-06-26T14:25:09Z,CRANE08,STATUS_READ,ALM-101,IDLE,OP040,MEDIUM,YES,NORMAL,
OT-00710,2026-06-05T03:10:49Z,PLC02,HOIST_UP,NONE,RUNNING,OP008,LOW,YES,NORMAL,
OT-00711,2026-06-23T18:47:45Z,YARD-04,HOIST_DOWN,NONE,NORMAL,OP037,LOW,YES,NORMAL,
OT-00712,2026-06-13T11:53:38Z,CRANE01,STATUS_READ,NONE,IDLE,OP010,LOW,YES,NORMAL,
OT-00713,2026-06-07T18:43:39Z,CRANE04,HOIST_DOWN,ALM-107,IDLE,OP012,MEDIUM,YES,NORMAL,
OT-00714,2026-06-08T12:58:40Z,YARD-03,STOP,NONE,NORMAL,OP025,LOW,YES,NORMAL,
OT-00715,2026-06-23T19:22:24Z,PLC04,HOIST_UP,NONE,IDLE,OP006,LOW,YES,NORMAL,
OT-00716,2026-06-07T13:47:42Z,PLC01,HOIST_UP,NONE,RUNNING,OP010,LOW,YES,NORMAL,
OT-00717,2026-06-27T18:33:44Z,YARD-05,SPEED_SET,NONE,RUNNING,OP003,LOW,YES,NORMAL,
OT-00718,2026-06-01T19:36:23Z,CRANE07,STATUS_READ,NONE,IDLE,OP037,LOW,YES,NORMAL,
OT-00719,2026-06-24T09:01:20Z,PLC03,STOP,NONE,IDLE,OP035,LOW,YES,NORMAL,
OT-00720,2026-06-11T07:16:48Z,PLC12,HOIST_UP,NONE,NORMAL,OP031,LOW,YES,NORMAL,
OT-00721,2026-06-22T14:30:49Z,YARD-03,STATUS_READ,NONE,IDLE,OP025,LOW,YES,NORMAL,
OT-00722,2026-06-17T07:03:59Z,PLC04,MOVE_LEFT,NONE,NORMAL,OP036,LOW,YES,NORMAL,
OT-00723,2026-06-21T04:21:34Z,CRANE07,STATUS_READ,NONE,RUNNING,OP007,LOW,YES,NORMAL,
OT-00724,2026-06-30T13:18:35Z,PLC10,IDLE,NONE,IDLE,OP007,LOW,YES,NORMAL,
OT-00725,2026-06-01T13:19:45Z,PLC09,HOIST_UP,NONE,RUNNING,OP016,LOW,YES,NORMAL,
OT-00726,2026-06-05T09:42:03Z,CRANE08,MOVE_RIGHT,NONE,IDLE,OP035,LOW,YES,NORMAL,
OT-00727,2026-06-27T08:42:43Z,CRANE03,MOVE_LEFT,NONE,NORMAL,OP016,LOW,YES,NORMAL,
OT-00728,2026-06-03T07:09:26Z,YARD-07,MOVE_RIGHT,NONE,RUNNING,OP007,LOW,YES,NORMAL,
OT-00729,2026-06-22T10:15:56Z,YARD-06,MOVE_RIGHT,NONE,NORMAL,OP003,LOW,YES,NORMAL,
OT-00730,2026-06-15T06:59:57Z,YARD-02,STOP,NONE,RUNNING,OP014,LOW,YES,NORMAL,
OT-00731,2026-06-12T01:27:09Z,PLC07,REPEATED_COMMAND,ALM-311,SAFE_STOP,OP009,CRITICAL,NO,SUSPICIOUS,INC-T21-002
OT-00732,2026-06-16T06:37:39Z,PLC02,STATUS_READ,NONE,RUNNING,OP039,LOW,YES,NORMAL,
OT-00733,2026-06-09T12:49:02Z,CRANE06,STATUS_READ,NONE,NORMAL,OP036,LOW,YES,NORMAL,
OT-00734,2026-06-24T18:03:47Z,PLC10,IDLE,NONE,IDLE,OP017,LOW,YES,NORMAL,
OT-00735,2026-06-24T14:56:56Z,YARD-07,HOIST_DOWN,NONE,RUNNING,OP030,LOW,YES,NORMAL,
OT-00736,2026-06-27T06:14:09Z,PLC02,MOVE_RIGHT,NONE,RUNNING,OP015,LOW,YES,NORMAL,
OT-00737,2026-06-21T22:36:21Z,PLC09,MOVE_RIGHT,NONE,IDLE,OP007,LOW,YES,NORMAL,
OT-00738,2026-06-29T07:50:44Z,CRANE04,SPEED_SET,NONE,IDLE,OP024,LOW,YES,NORMAL,
OT-00739,2026-06-17T08:38:15Z,CRANE04,MOVE_RIGHT,NONE,RUNNING,OP031,LOW,YES,NORMAL,
OT-00740,2026-06-19T19:57:43Z,PLC01,MOVE_LEFT,NONE,NORMAL,OP026,LOW,YES,NORMAL,
OT-00741,2026-06-27T15:31:42Z,YARD-05,HOIST_UP,NONE,RUNNING,OP003,LOW,YES,NORMAL,
OT-00742,2026-06-26T05:48:11Z,CRANE07,OUT_OF_SEQUENCE,ALM-311,SAFE_STOP,OP004,CRITICAL,NO,SUSPICIOUS,
OT-00743,2026-06-19T13:04:03Z,PLC06,IDLE,NONE,IDLE,OP021,LOW,YES,NORMAL,
OT-00744,2026-06-17T05:26:52Z,YARD-08,SPEED_SET,NONE,RUNNING,OP022,LOW,YES,NORMAL,
OT-00745,2026-06-25T16:01:28Z,PLC08,STOP,NONE,NORMAL,OP016,LOW,YES,NORMAL,
OT-00746,2026-06-30T18:45:56Z,CRANE04,MOVE_LEFT,NONE,RUNNING,OP019,LOW,YES,NORMAL,
OT-00747,2026-06-21T23:58:32Z,PLC05,HOIST_UP,NONE,IDLE,OP003,LOW,YES,NORMAL,
OT-00748,2026-06-20T05:39:22Z,CRANE03,MOVE_LEFT,NONE,NORMAL,OP020,LOW,YES,NORMAL,
OT-00749,2026-06-20T17:37:13Z,YARD-01,HOIST_DOWN,NONE,IDLE,OP018,LOW,YES,NORMAL,
OT-00750,2026-06-04T19:20:48Z,CRANE08,STOP,NONE,RUNNING,OP027,LOW,YES,NORMAL,
OT-00751,2026-06-14T16:54:21Z,CRANE02,STATUS_READ,NONE,IDLE,OP006,LOW,YES,NORMAL,
OT-00752,2026-06-07T19:13:50Z,YARD-03,STOP,NONE,RUNNING,OP002,LOW,YES,NORMAL,
OT-00753,2026-06-07T11:21:18Z,PLC11,HOIST_DOWN,NONE,IDLE,OP012,LOW,YES,NORMAL,
OT-00754,2026-06-02T10:20:08Z,CRANE05,MOVE_LEFT,ALM-107,RUNNING,OP002,MEDIUM,YES,NORMAL,
OT-00755,2026-06-23T16:27:45Z,PLC03,MOVE_LEFT,NONE,IDLE,OP039,LOW,YES,NORMAL,
OT-00756,2026-06-03T21:12:36Z,CRANE05,MOVE_LEFT,NONE,IDLE,OP001,LOW,YES,NORMAL,
OT-00757,2026-06-17T21:21:25Z,YARD-08,HOIST_UP,NONE,NORMAL,OP024,LOW,YES,NORMAL,
OT-00758,2026-06-23T19:15:54Z,YARD-04,IDLE,NONE,NORMAL,OP017,LOW,YES,NORMAL,
OT-00759,2026-06-22T00:49:29Z,CRANE03,IDLE,NONE,NORMAL,OP013,LOW,YES,NORMAL,
OT-00760,2026-06-10T17:55:15Z,PLC07,STATUS_READ,NONE,NORMAL,OP010,LOW,YES,NORMAL,
OT-00761,2026-06-11T16:56:19Z,PLC01,IDLE,NONE,IDLE,OP005,LOW,YES,NORMAL,
OT-00762,2026-06-21T15:59:22Z,YARD-07,UNAUTHORIZED_COMMAND,ALM-418,ABNORMAL,OP011,CRITICAL,NO,SUSPICIOUS,
OT-00763,2026-06-11T17:45:52Z,PLC08,PLC_MODE_CHANGE,ALM-204,DEGRADED,OP030,CRITICAL,NO,SUSPICIOUS,
OT-00764,2026-06-15T20:36:20Z,CRANE01,MOVE_LEFT,NONE,RUNNING,OP011,LOW,YES,NORMAL,
OT-00765,2026-06-06T01:57:12Z,CRANE01,MOVE_RIGHT,NONE,IDLE,OP003,LOW,YES,NORMAL,
OT-00766,2026-06-19T04:44:35Z,PLC03,MOVE_LEFT,NONE,IDLE,OP028,LOW,YES,NORMAL,
OT-00767,2026-06-30T18:24:16Z,YARD-06,SPEED_SET,NONE,NORMAL,OP034,LOW,YES,NORMAL,
OT-00768,2026-06-23T10:27:23Z,PLC08,MOVE_RIGHT,NONE,NORMAL,OP006,LOW,YES,NORMAL,
OT-00769,2026-06-03T18:22:21Z,PLC03,UNAUTHORIZED_COMMAND,ALM-509,DEGRADED,OP026,HIGH,NO,SUSPICIOUS,
OT-00770,2026-06-26T00:11:23Z,CRANE04,STOP,NONE,NORMAL,OP006,LOW,YES,NORMAL,
OT-00771,2026-06-12T20:53:50Z,CRANE01,STOP,NONE,NORMAL,OP008,LOW,YES,NORMAL,
OT-00772,2026-06-17T00:40:32Z,CRANE04,IDLE,NONE,IDLE,OP026,LOW,YES,NORMAL,
OT-00773,2026-06-17T01:22:28Z,PLC04,HOIST_DOWN,NONE,NORMAL,OP032,LOW,YES,NORMAL,
OT-00774,2026-06-16T21:50:30Z,YARD-07,HOIST_UP,NONE,IDLE,OP004,LOW,YES,NORMAL,
OT-00775,2026-06-22T19:07:19Z,CRANE05,MOVE_LEFT,NONE,NORMAL,OP012,LOW,YES,NORMAL,
OT-00776,2026-06-07T20:20:20Z,PLC03,STATUS_READ,NONE,NORMAL,OP040,LOW,YES,NORMAL,
OT-00777,2026-06-14T02:12:27Z,YARD-06,STATUS_READ,NONE,RUNNING,OP036,LOW,YES,NORMAL,
OT-00778,2026-06-07T17:27:31Z,YARD-06,MOVE_RIGHT,NONE,RUNNING,OP019,LOW,YES,NORMAL,
OT-00779,2026-06-28T15:18:17Z,PLC08,HOIST_UP,NONE,RUNNING,OP014,LOW,YES,NORMAL,
OT-00780,2026-06-14T19:25:38Z,CRANE01,STOP,NONE,NORMAL,OP016,LOW,YES,NORMAL,
OT-00781,2026-06-01T01:24:20Z,CRANE08,MOVE_RIGHT,NONE,IDLE,OP026,LOW,YES,NORMAL,
OT-00782,2026-06-26T20:23:50Z,PLC03,HOIST_DOWN,NONE,NORMAL,OP024,LOW,YES,NORMAL,
OT-00783,2026-06-19T11:02:03Z,CRANE08,MOVE_LEFT,NONE,RUNNING,OP001,LOW,YES,NORMAL,
OT-00784,2026-06-16T12:39:04Z,CRANE02,STATUS_READ,NONE,IDLE,OP024,LOW,YES,NORMAL,
OT-00785,2026-06-20T18:06:53Z,YARD-06,STATUS_READ,NONE,RUNNING,OP013,LOW,YES,NORMAL,
OT-00786,2026-06-25T16:34:29Z,PLC10,HOIST_DOWN,NONE,IDLE,OP027,LOW,YES,NORMAL,
OT-00787,2026-06-17T17:43:04Z,PLC11,HOIST_DOWN,NONE,RUNNING,OP010,LOW,YES,NORMAL,
OT-00788,2026-06-13T22:13:07Z,PLC03,HOIST_DOWN,NONE,IDLE,OP010,LOW,YES,NORMAL,
OT-00789,2026-06-30T07:45:50Z,YARD-01,HOIST_UP,NONE,RUNNING,OP012,LOW,YES,NORMAL,
OT-00790,2026-06-10T00:22:03Z,PLC12,MOVE_RIGHT,NONE,RUNNING,OP034,LOW,YES,NORMAL,
OT-00791,2026-06-24T15:10:46Z,YARD-03,STATUS_READ,NONE,IDLE,OP022,LOW,YES,NORMAL,
OT-00792,2026-06-24T13:57:28Z,PLC07,HOIST_DOWN,NONE,RUNNING,OP037,LOW,YES,NORMAL,
OT-00793,2026-06-16T14:15:47Z,PLC09,HOIST_UP,NONE,NORMAL,OP003,LOW,YES,NORMAL,
OT-00794,2026-06-22T02:35:30Z,YARD-07,STOP,NONE,NORMAL,OP023,LOW,YES,NORMAL,
OT-00795,2026-06-06T22:07:41Z,YARD-07,MOVE_RIGHT,NONE,NORMAL,OP028,LOW,YES,NORMAL,
OT-00796,2026-06-14T03:46:49Z,PLC07,IDLE,NONE,NORMAL,OP028,LOW,YES,NORMAL,
OT-00797,2026-06-30T16:54:11Z,PLC11,IDLE,NONE,IDLE,OP007,LOW,YES,NORMAL,
OT-00798,2026-06-09T09:37:13Z,YARD-01,HOIST_UP,NONE,NORMAL,OP027,LOW,YES,NORMAL,
OT-00799,2026-06-18T22:01:13Z,CRANE08,MOVE_RIGHT,ALM-101,NORMAL,OP009,MEDIUM,YES,NORMAL,
OT-00800,2026-06-12T21:14:29Z,YARD-01,HOIST_UP,NONE,NORMAL,OP032,LOW,YES,NORMAL,
OT-00801,2026-06-28T08:17:39Z,YARD-06,IDLE,NONE,RUNNING,OP032,LOW,YES,NORMAL,
OT-00802,2026-06-26T11:41:12Z,CRANE04,HOIST_UP,ALM-101,NORMAL,OP010,MEDIUM,YES,NORMAL,
OT-00803,2026-06-22T10:40:48Z,YARD-01,HOIST_DOWN,NONE,IDLE,OP036,LOW,YES,NORMAL,
OT-00804,2026-06-11T11:43:59Z,PLC09,MOVE_RIGHT,ALM-101,IDLE,OP013,MEDIUM,YES,NORMAL,
OT-00805,2026-06-27T21:02:00Z,PLC11,STOP,NONE,NORMAL,OP005,LOW,YES,NORMAL,
OT-00806,2026-06-04T17:34:25Z,PLC06,HOIST_UP,NONE,NORMAL,OP018,LOW,YES,NORMAL,
OT-00807,2026-06-03T05:26:45Z,CRANE01,IDLE,NONE,NORMAL,OP037,LOW,YES,NORMAL,
OT-00808,2026-06-16T15:25:08Z,CRANE02,STOP,NONE,RUNNING,OP007,LOW,YES,NORMAL,
OT-00809,2026-06-25T19:07:19Z,CRANE01,MOVE_RIGHT,NONE,NORMAL,OP025,LOW,YES,NORMAL,
OT-00810,2026-06-23T08:59:21Z,CRANE04,MOVE_LEFT,NONE,RUNNING,OP034,LOW,YES,NORMAL,
OT-00811,2026-06-18T15:42:07Z,PLC08,STOP,ALM-107,IDLE,OP011,MEDIUM,YES,NORMAL,
OT-00812,2026-06-22T14:48:16Z,CRANE06,MOVE_LEFT,NONE,IDLE,OP039,LOW,YES,NORMAL,
OT-00813,2026-06-28T05:45:17Z,PLC04,EMERGENCY_STOP,ALM-418,ABNORMAL,OP013,HIGH,NO,SUSPICIOUS,
OT-00814,2026-06-29T14:01:54Z,YARD-08,SPEED_SET,NONE,RUNNING,OP016,LOW,YES,NORMAL,
OT-00815,2026-06-24T14:58:34Z,YARD-08,IDLE,NONE,RUNNING,OP007,LOW,YES,NORMAL,
OT-00816,2026-06-21T13:22:40Z,CRANE02,STATUS_READ,NONE,RUNNING,OP028,LOW,YES,NORMAL,
OT-00817,2026-06-07T17:42:21Z,CRANE08,IDLE,NONE,NORMAL,OP013,LOW,YES,NORMAL,
OT-00818,2026-06-26T01:26:41Z,CRANE07,MOVE_LEFT,NONE,IDLE,OP036,LOW,YES,NORMAL,
OT-00819,2026-06-06T21:09:25Z,PLC03,STATUS_READ,NONE,IDLE,OP032,LOW,YES,NORMAL,
OT-00820,2026-06-26T00:12:56Z,PLC05,STOP,ALM-101,NORMAL,OP032,MEDIUM,YES,NORMAL,
OT-00821,2026-06-02T10:59:14Z,PLC12,STATUS_READ,NONE,NORMAL,OP022,LOW,YES,NORMAL,
OT-00822,2026-06-21T01:10:58Z,YARD-02,STOP,NONE,IDLE,OP027,LOW,YES,NORMAL,
OT-00823,2026-06-13T23:35:31Z,CRANE02,IDLE,NONE,IDLE,OP001,LOW,YES,NORMAL,
OT-00824,2026-06-13T01:15:19Z,PLC01,STATUS_READ,NONE,NORMAL,OP037,LOW,YES,NORMAL,
OT-00825,2026-06-04T21:25:07Z,PLC12,STOP,ALM-107,IDLE,OP005,MEDIUM,YES,NORMAL,
OT-00826,2026-06-27T12:22:47Z,PLC05,HOIST_UP,NONE,NORMAL,OP003,LOW,YES,NORMAL,
OT-00827,2026-06-10T01:28:29Z,CRANE05,MOVE_RIGHT,NONE,NORMAL,OP016,LOW,YES,NORMAL,
OT-00828,2026-06-16T07:37:32Z,PLC06,STATUS_READ,NONE,NORMAL,OP029,LOW,YES,NORMAL,
OT-00829,2026-06-12T22:18:27Z,CRANE07,STOP,NONE,NORMAL,OP020,LOW,YES,NORMAL,
OT-00830,2026-06-05T00:48:50Z,PLC05,STATUS_READ,NONE,IDLE,OP029,LOW,YES,NORMAL,
OT-00831,2026-06-17T02:32:35Z,PLC03,MOVE_RIGHT,NONE,NORMAL,OP039,LOW,YES,NORMAL,
OT-00832,2026-06-14T00:23:22Z,CRANE01,IDLE,NONE,IDLE,OP031,LOW,YES,NORMAL,
OT-00833,2026-06-26T14:40:27Z,PLC08,STOP,NONE,NORMAL,OP008,LOW,YES,NORMAL,
OT-00834,2026-06-12T01:27:24Z,PLC07,UNAUTHORIZED_COMMAND,ALM-204,ABNORMAL,OP013,HIGH,NO,SUSPICIOUS,INC-T21-002
OT-00835,2026-06-18T15:28:27Z,YARD-05,STOP,ALM-107,RUNNING,OP007,MEDIUM,YES,NORMAL,
OT-00836,2026-06-06T16:16:47Z,YARD-01,MOVE_LEFT,NONE,NORMAL,OP037,LOW,YES,NORMAL,
OT-00837,2026-06-02T17:20:07Z,CRANE08,IDLE,NONE,IDLE,OP004,LOW,YES,NORMAL,
OT-00838,2026-06-15T03:43:57Z,CRANE07,HOIST_UP,NONE,RUNNING,OP031,LOW,YES,NORMAL,
OT-00839,2026-06-10T13:01:46Z,YARD-03,STOP,ALM-101,NORMAL,OP015,MEDIUM,YES,NORMAL,
OT-00840,2026-06-09T04:04:13Z,YARD-05,SPEED_SET,NONE,RUNNING,OP028,LOW,YES,NORMAL,
OT-00841,2026-06-09T00:57:34Z,PLC03,STOP,NONE,NORMAL,OP009,LOW,YES,NORMAL,
OT-00842,2026-06-17T12:02:56Z,YARD-03,MOVE_LEFT,NONE,IDLE,OP030,LOW,YES,NORMAL,
OT-00843,2026-06-28T23:10:12Z,CRANE05,SPEED_SET,ALM-101,IDLE,OP039,MEDIUM,YES,NORMAL,
OT-00844,2026-06-20T20:44:52Z,CRANE08,STOP,NONE,IDLE,OP002,LOW,YES,NORMAL,
OT-00845,2026-06-04T05:55:59Z,PLC11,STATUS_READ,NONE,IDLE,OP020,LOW,YES,NORMAL,
OT-00846,2026-06-22T14:19:42Z,PLC04,HOIST_UP,NONE,IDLE,OP030,LOW,YES,NORMAL,
OT-00847,2026-06-20T16:38:58Z,PLC01,STATUS_READ,NONE,NORMAL,OP023,LOW,YES,NORMAL,
OT-00848,2026-06-30T05:01:01Z,PLC02,MOVE_RIGHT,NONE,IDLE,OP004,LOW,YES,NORMAL,
OT-00849,2026-06-04T14:48:37Z,PLC10,STOP,NONE,NORMAL,OP039,LOW,YES,NORMAL,
OT-00850,2026-06-20T17:23:23Z,YARD-03,MOVE_RIGHT,NONE,IDLE,OP037,LOW,YES,NORMAL,
OT-00851,2026-06-04T12:45:43Z,CRANE07,STOP,NONE,RUNNING,OP023,LOW,YES,NORMAL,
OT-00852,2026-06-02T02:04:45Z,PLC07,HOIST_UP,NONE,NORMAL,OP012,LOW,YES,NORMAL,
OT-00853,2026-06-24T14:20:00Z,PLC04,STATUS_READ,NONE,IDLE,OP024,LOW,YES,NORMAL,
OT-00854,2026-06-12T01:24:21Z,PLC07,UNAUTHORIZED_COMMAND,ALM-204,DEGRADED,OP040,CRITICAL,NO,SUSPICIOUS,INC-T21-002
OT-00855,2026-06-04T20:08:38Z,PLC02,STOP,NONE,NORMAL,OP034,LOW,YES,NORMAL,
OT-00856,2026-06-19T06:47:02Z,PLC12,SPEED_SET,NONE,IDLE,OP010,LOW,YES,NORMAL,
OT-00857,2026-06-12T01:17:47Z,PLC10,HOIST_DOWN,NONE,NORMAL,OP032,LOW,YES,NORMAL,
OT-00858,2026-06-20T03:02:58Z,PLC11,HOIST_UP,ALM-107,NORMAL,OP022,MEDIUM,YES,NORMAL,
OT-00859,2026-06-23T07:28:54Z,YARD-01,STATUS_READ,NONE,NORMAL,OP011,LOW,YES,NORMAL,
OT-00860,2026-06-10T06:52:19Z,PLC04,STOP,NONE,RUNNING,OP026,LOW,YES,NORMAL,
OT-00861,2026-06-06T20:51:49Z,CRANE08,MOVE_RIGHT,NONE,RUNNING,OP002,LOW,YES,NORMAL,
OT-00862,2026-06-17T14:26:18Z,CRANE06,MOVE_LEFT,NONE,IDLE,OP031,LOW,YES,NORMAL,
OT-00863,2026-06-05T03:42:59Z,PLC04,MOVE_RIGHT,NONE,RUNNING,OP011,LOW,YES,NORMAL,
OT-00864,2026-06-19T14:08:28Z,PLC12,HOIST_UP,NONE,NORMAL,OP001,LOW,YES,NORMAL,
OT-00865,2026-06-01T19:21:27Z,PLC09,IDLE,NONE,RUNNING,OP008,LOW,YES,NORMAL,
OT-00866,2026-06-19T00:17:45Z,YARD-04,HOIST_DOWN,NONE,NORMAL,OP029,LOW,YES,NORMAL,
OT-00867,2026-06-24T19:07:45Z,YARD-03,MOVE_RIGHT,NONE,RUNNING,OP013,LOW,YES,NORMAL,
OT-00868,2026-06-04T20:53:42Z,PLC06,HOIST_UP,NONE,RUNNING,OP002,LOW,YES,NORMAL,
OT-00869,2026-06-21T15:02:12Z,YARD-07,MOVE_LEFT,NONE,NORMAL,OP036,LOW,YES,NORMAL,
OT-00870,2026-06-25T16:50:52Z,YARD-07,STATUS_READ,NONE,RUNNING,OP009,LOW,YES,NORMAL,
OT-00871,2026-06-26T20:48:54Z,PLC04,HOIST_DOWN,NONE,RUNNING,OP039,LOW,YES,NORMAL,
OT-00872,2026-06-21T10:10:14Z,PLC02,SPEED_SET,NONE,IDLE,OP015,LOW,YES,NORMAL,
OT-00873,2026-06-19T14:52:58Z,YARD-02,STATUS_READ,NONE,RUNNING,OP040,LOW,YES,NORMAL,
OT-00874,2026-06-10T13:23:47Z,PLC07,STATUS_READ,NONE,IDLE,OP024,LOW,YES,NORMAL,
OT-00875,2026-06-20T19:45:05Z,PLC05,MOVE_LEFT,NONE,RUNNING,OP011,LOW,YES,NORMAL,
