event_id,timestamp,vendor_id,account_id,source_ip,device_id,auth_result,MFA_status,session_duration_sec,role,access_zone,off_hours,new_device,event_label,incident_id
VPN-01370,2026-06-03T21:33:20Z,V011,ACC0011,192.0.2.60,DEV0021,SUCCESS,YES,91,CraneVendor,YARD-B,YES,NO,NORMAL,
VPN-01371,2026-06-05T10:59:41Z,V007,ACC0003,192.0.2.61,DEV0005,SUCCESS,FAILED,176,NetworkVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01372,2026-06-02T14:47:05Z,V002,ACC0028,192.0.2.62,DEV0055,SUCCESS,YES,55,NetworkVendor,YARD-A,NO,NO,NORMAL,
VPN-01373,2026-06-01T05:37:14Z,V012,ACC0058,192.0.2.63,DEV0015,SUCCESS,YES,77,NetworkVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01374,2026-06-27T06:30:29Z,V011,ACC0011,192.0.2.64,DEV0021,SUCCESS,YES,154,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01375,2026-06-11T11:30:34Z,V015,ACC0039,192.0.2.65,DEV0077,SUCCESS,YES,26,AutomationVendor,YARD-A,NO,NO,NORMAL,
VPN-01376,2026-06-01T12:55:59Z,V006,ACC0036,192.0.2.66,DEV0071,SUCCESS,YES,164,CraneVendor,YARD-A,NO,NO,NORMAL,
VPN-01377,2026-06-30T10:58:11Z,V007,ACC0003,192.0.2.67,DEV0005,SUCCESS,YES,29,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01378,2026-06-20T17:34:00Z,V008,ACC0010,192.0.2.68,DEV0019,SUCCESS,YES,158,YardVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01379,2026-06-26T09:25:17Z,V015,ACC0019,198.51.100.226,DEV0037,FAILURE,FAILED,155,AutomationVendor,YARD-C,NO,NO,SUSPICIOUS,
VPN-01380,2026-06-20T12:23:35Z,V010,ACC0004,192.0.2.70,DEV0007,SUCCESS,YES,13,AutomationVendor,GATE-B,NO,NO,NORMAL,
VPN-01381,2026-06-16T23:37:55Z,V017,ACC0033,192.0.2.71,DEV0065,SUCCESS,YES,157,NetworkVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-01382,2026-06-18T18:31:21Z,V014,ACC0032,192.0.2.72,DEV0063,SUCCESS,YES,128,MaintenanceVendor,YARD-B,NO,NO,NORMAL,
VPN-01383,2026-06-19T02:18:19Z,V020,ACC0034,192.0.2.73,DEV0067,SUCCESS,YES,10,AutomationVendor,YARD-B,YES,NO,NORMAL,
VPN-01384,2026-06-27T17:59:29Z,V006,ACC0016,192.0.2.74,DEV0031,SUCCESS,FAILED,93,CraneVendor,GATE-B,NO,NO,NORMAL,
VPN-01385,2026-06-02T07:14:21Z,V019,ACC0027,192.0.2.75,DEV0053,SUCCESS,YES,16,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01386,2026-06-20T11:23:39Z,V017,ACC0053,192.0.2.76,DEV0005,SUCCESS,YES,100,NetworkVendor,GATE-B,NO,NO,NORMAL,
VPN-01387,2026-06-22T08:26:26Z,V018,ACC0040,192.0.2.77,DEV0079,SUCCESS,YES,85,YardVendor,YARD-B,NO,NO,NORMAL,
VPN-01388,2026-06-08T10:18:22Z,V008,ACC0030,192.0.2.78,DEV0059,SUCCESS,YES,131,YardVendor,YARD-A,NO,NO,NORMAL,
VPN-01389,2026-06-19T19:09:57Z,V001,ACC0021,192.0.2.79,DEV0041,SUCCESS,YES,102,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01390,2026-06-05T12:07:51Z,V010,ACC0044,192.0.2.80,DEV0087,SUCCESS,FAILED,173,AutomationVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01391,2026-06-26T22:58:58Z,V019,ACC0027,192.0.2.81,DEV0053,SUCCESS,YES,57,MaintenanceVendor,YARD-A,YES,NO,NORMAL,
VPN-01392,2026-06-29T05:27:00Z,V009,ACC0057,192.0.2.82,DEV0013,SUCCESS,YES,152,MaintenanceVendor,YARD-B,YES,NO,NORMAL,
VPN-01393,2026-06-12T19:56:19Z,V015,ACC0059,192.0.2.83,DEV0017,SUCCESS,YES,119,AutomationVendor,YARD-B,NO,NO,NORMAL,
VPN-01394,2026-06-06T09:21:11Z,V016,ACC0026,192.0.2.84,DEV0051,SUCCESS,YES,107,CraneVendor,GATE-A,NO,NO,NORMAL,
VPN-01395,2026-06-12T03:32:13Z,V009,ACC0037,192.0.2.85,DEV0073,SUCCESS,YES,168,MaintenanceVendor,YARD-B,YES,NO,NORMAL,
VPN-01396,2026-06-02T11:09:14Z,V019,ACC0047,192.0.2.86,DEV0093,SUCCESS,YES,28,MaintenanceVendor,YARD-B,NO,NO,NORMAL,
VPN-01397,2026-06-21T04:55:57Z,V018,ACC0020,192.0.2.87,DEV0039,SUCCESS,YES,144,YardVendor,YARD-C,YES,NO,NORMAL,
VPN-01398,2026-06-15T15:37:17Z,V016,ACC0026,192.0.2.88,DEV0051,SUCCESS,YES,164,CraneVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01399,2026-06-30T03:37:07Z,V018,ACC0020,192.0.2.89,DEV0039,SUCCESS,FAILED,35,YardVendor,YARD-C,YES,NO,NORMAL,
VPN-01400,2026-06-07T18:01:43Z,V015,ACC0039,192.0.2.90,DEV0077,SUCCESS,YES,55,AutomationVendor,GATE-A,NO,NO,NORMAL,
VPN-01401,2026-06-23T12:02:25Z,V009,ACC0057,192.0.2.91,DEV0013,FAILURE,FAILED,31,MaintenanceVendor,YARD-C,NO,NO,NORMAL,
VPN-01402,2026-06-01T23:19:32Z,V001,ACC0001,192.0.2.92,DEV0001,SUCCESS,YES,118,CraneVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01403,2026-06-14T20:57:11Z,V002,ACC0048,198.51.100.112,DEV0095,SUCCESS,YES,393,NetworkVendor,YARD-C,YES,NO,SUSPICIOUS,
VPN-01404,2026-06-06T15:54:40Z,V013,ACC0005,192.0.2.94,DEV0009,SUCCESS,YES,172,YardVendor,YARD-C,NO,NO,NORMAL,
VPN-01405,2026-06-03T14:31:06Z,V009,ACC0057,192.0.2.95,DEV0013,FAILURE,YES,167,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01406,2026-06-19T14:43:18Z,V017,ACC0013,192.0.2.96,DEV0025,SUCCESS,YES,23,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01407,2026-06-13T03:13:11Z,V004,ACC0022,192.0.2.97,DEV0043,SUCCESS,YES,105,MaintenanceVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-01408,2026-06-13T04:03:54Z,V001,ACC0001,192.0.2.98,DEV0001,SUCCESS,YES,128,CraneVendor,GATE-A,YES,NO,NORMAL,
VPN-01409,2026-06-21T09:09:58Z,V014,ACC0052,198.51.100.25,DEV0003,FAILURE,FAILED,211,MaintenanceVendor,OT-ZONE,NO,NO,SUSPICIOUS,
VPN-01410,2026-06-24T03:24:41Z,V018,ACC0060,192.0.2.100,DEV0019,SUCCESS,YES,134,YardVendor,YARD-C,YES,NO,NORMAL,
VPN-01411,2026-06-18T22:26:47Z,V006,ACC0056,198.51.100.78,DEV0011,SUCCESS,FAILED,201,CraneVendor,GATE-B,YES,NO,SUSPICIOUS,
VPN-01412,2026-06-08T10:43:41Z,V006,ACC0056,192.0.2.102,DEV0011,SUCCESS,YES,130,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01413,2026-06-30T09:39:43Z,V016,ACC0006,192.0.2.103,DEV0011,SUCCESS,YES,172,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01414,2026-06-20T04:52:46Z,V001,ACC0041,192.0.2.104,DEV0081,SUCCESS,YES,134,CraneVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01415,2026-06-28T06:45:18Z,V002,ACC0048,192.0.2.105,DEV0095,SUCCESS,YES,53,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-01416,2026-06-05T02:25:11Z,V003,ACC0015,192.0.2.106,DEV0029,SUCCESS,YES,75,YardVendor,YARD-B,YES,NO,NORMAL,
VPN-01417,2026-06-03T13:19:08Z,V007,ACC0043,192.0.2.107,DEV0085,SUCCESS,YES,128,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-01418,2026-06-30T09:25:10Z,V001,ACC0021,192.0.2.108,DEV0041,SUCCESS,YES,5,CraneVendor,YARD-B,NO,NO,NORMAL,
VPN-01419,2026-06-21T12:54:26Z,V016,ACC0046,192.0.2.109,DEV0091,SUCCESS,YES,84,CraneVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01420,2026-06-13T17:03:28Z,V002,ACC0028,192.0.2.110,DEV0055,SUCCESS,YES,122,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-01421,2026-06-20T04:01:24Z,V003,ACC0035,198.51.100.14,DEV0069,SUCCESS,NO,339,YardVendor,CONTROL-ROOM,YES,NO,SUSPICIOUS,
VPN-01422,2026-06-06T02:37:02Z,V007,ACC0023,192.0.2.112,DEV0045,SUCCESS,YES,129,NetworkVendor,YARD-C,YES,NO,NORMAL,
VPN-01423,2026-06-10T16:58:27Z,V009,ACC0017,192.0.2.113,DEV0033,SUCCESS,YES,166,MaintenanceVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01424,2026-06-27T11:21:43Z,V014,ACC0052,192.0.2.114,DEV0003,SUCCESS,YES,146,MaintenanceVendor,YARD-B,NO,NO,NORMAL,
VPN-01425,2026-06-11T16:16:13Z,V019,ACC0027,192.0.2.115,DEV0053,SUCCESS,YES,77,MaintenanceVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01426,2026-06-30T04:27:05Z,V013,ACC0005,192.0.2.116,DEV0009,SUCCESS,YES,79,YardVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01427,2026-06-11T08:15:28Z,V015,ACC0039,192.0.2.117,DEV0077,SUCCESS,YES,42,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01428,2026-06-19T16:41:31Z,V012,ACC0018,192.0.2.118,DEV0035,SUCCESS,YES,91,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-01429,2026-06-23T12:26:59Z,V017,ACC0053,192.0.2.119,DEV0005,SUCCESS,YES,79,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01430,2026-06-27T20:04:53Z,V014,ACC0052,192.0.2.120,DEV0003,SUCCESS,YES,18,MaintenanceVendor,GATE-A,YES,NO,NORMAL,
VPN-01431,2026-06-01T22:27:38Z,V011,ACC0011,192.0.2.121,DEV0021,SUCCESS,YES,153,CraneVendor,YARD-B,YES,NO,NORMAL,
VPN-01432,2026-06-13T13:42:09Z,V002,ACC0028,192.0.2.122,DEV0055,SUCCESS,YES,59,NetworkVendor,YARD-A,NO,NO,NORMAL,
VPN-01433,2026-06-29T22:31:15Z,V008,ACC0010,192.0.2.123,DEV0019,SUCCESS,YES,52,YardVendor,YARD-C,YES,NO,NORMAL,
VPN-01434,2026-06-09T15:17:48Z,V014,ACC0052,192.0.2.124,DEV0003,SUCCESS,YES,16,MaintenanceVendor,GATE-A,NO,NO,NORMAL,
VPN-01435,2026-06-13T00:38:39Z,V001,ACC0021,192.0.2.125,DEV0041,SUCCESS,YES,53,CraneVendor,YARD-B,YES,NO,NORMAL,
VPN-01436,2026-06-04T10:01:18Z,V010,ACC0004,192.0.2.126,DEV0007,SUCCESS,YES,16,AutomationVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01437,2026-06-21T19:10:06Z,V002,ACC0008,192.0.2.127,DEV0015,SUCCESS,YES,165,NetworkVendor,YARD-A,NO,NO,NORMAL,
VPN-01438,2026-06-15T11:43:09Z,V006,ACC0016,192.0.2.128,DEV0031,SUCCESS,YES,164,CraneVendor,GATE-A,NO,NO,NORMAL,
VPN-01439,2026-06-11T21:18:31Z,V013,ACC0025,192.0.2.129,DEV0049,SUCCESS,YES,89,YardVendor,GATE-A,YES,NO,NORMAL,
VPN-01440,2026-06-05T13:25:44Z,V014,ACC0032,192.0.2.130,DEV0063,SUCCESS,YES,64,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01441,2026-06-29T23:23:08Z,V006,ACC0056,192.0.2.131,DEV0011,SUCCESS,YES,27,CraneVendor,YARD-C,YES,NO,NORMAL,
VPN-01442,2026-06-14T12:07:39Z,V007,ACC0003,192.0.2.132,DEV0005,FAILURE,YES,48,NetworkVendor,YARD-B,NO,NO,NORMAL,
VPN-01443,2026-06-28T13:44:09Z,V006,ACC0036,192.0.2.133,DEV0071,SUCCESS,YES,25,CraneVendor,GATE-A,NO,NO,NORMAL,
VPN-01444,2026-06-10T09:52:28Z,V011,ACC0031,192.0.2.134,DEV0061,SUCCESS,YES,114,CraneVendor,YARD-C,NO,NO,NORMAL,
VPN-01445,2026-06-01T05:05:30Z,V004,ACC0042,192.0.2.135,DEV0083,SUCCESS,YES,168,MaintenanceVendor,YARD-B,YES,NO,NORMAL,
VPN-01446,2026-06-19T16:39:17Z,V010,ACC0044,192.0.2.136,DEV0087,SUCCESS,YES,140,AutomationVendor,GATE-A,NO,NO,NORMAL,
VPN-01447,2026-06-07T01:03:34Z,V020,ACC0054,198.51.100.203,DEV0007,SUCCESS,FAILED,249,AutomationVendor,OT-ZONE,YES,NO,SUSPICIOUS,
VPN-01448,2026-06-24T19:21:15Z,V011,ACC0051,192.0.2.138,DEV0001,SUCCESS,YES,26,CraneVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01449,2026-06-25T02:57:16Z,V020,ACC0054,192.0.2.139,DEV0007,SUCCESS,YES,68,AutomationVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01450,2026-06-10T11:01:42Z,V016,ACC0006,192.0.2.140,DEV0011,SUCCESS,YES,87,CraneVendor,YARD-B,NO,NO,NORMAL,
VPN-01451,2026-06-26T08:09:18Z,V013,ACC0005,192.0.2.141,DEV0009,SUCCESS,YES,109,YardVendor,YARD-B,NO,NO,NORMAL,
VPN-01452,2026-06-18T23:41:54Z,V007,ACC0043,192.0.2.142,DEV0085,SUCCESS,YES,14,NetworkVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-01453,2026-06-12T03:02:32Z,V004,ACC0002,192.0.2.143,DEV0003,SUCCESS,YES,11,MaintenanceVendor,YARD-A,YES,NO,NORMAL,
VPN-01454,2026-06-18T05:03:39Z,V005,ACC0049,192.0.2.144,DEV0097,SUCCESS,YES,98,AutomationVendor,GATE-A,YES,NO,NORMAL,
VPN-01455,2026-06-22T23:16:12Z,V016,ACC0046,192.0.2.145,DEV0091,SUCCESS,YES,121,CraneVendor,GATE-A,YES,NO,NORMAL,
VPN-01456,2026-06-18T09:12:15Z,V001,ACC0001,192.0.2.146,DEV0001,SUCCESS,YES,137,CraneVendor,YARD-B,NO,NO,NORMAL,
VPN-01457,2026-06-24T23:13:28Z,V019,ACC0047,192.0.2.147,DEV0093,SUCCESS,YES,57,MaintenanceVendor,GATE-B,YES,NO,NORMAL,
VPN-01458,2026-06-01T21:51:55Z,V005,ACC0049,192.0.2.148,DEV0097,SUCCESS,YES,18,AutomationVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01459,2026-06-24T07:57:29Z,V009,ACC0017,192.0.2.149,DEV0033,SUCCESS,YES,98,MaintenanceVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01460,2026-06-18T16:09:46Z,V005,ACC0009,192.0.2.150,DEV0017,SUCCESS,FAILED,90,AutomationVendor,YARD-C,NO,NO,NORMAL,
VPN-01461,2026-06-19T22:23:03Z,V020,ACC0054,192.0.2.151,DEV0007,SUCCESS,YES,145,AutomationVendor,GATE-B,YES,NO,NORMAL,
VPN-01462,2026-06-11T02:59:42Z,V012,ACC0058,192.0.2.152,DEV0015,SUCCESS,YES,35,NetworkVendor,YARD-A,YES,NO,NORMAL,
VPN-01463,2026-06-26T01:16:27Z,V015,ACC0059,192.0.2.153,DEV0017,SUCCESS,YES,72,AutomationVendor,YARD-B,YES,NO,NORMAL,
VPN-01464,2026-06-18T08:12:53Z,V002,ACC0048,192.0.2.154,DEV0095,SUCCESS,YES,129,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-01465,2026-06-26T09:46:16Z,V007,ACC0023,192.0.2.155,DEV0045,SUCCESS,YES,36,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-01466,2026-06-26T09:36:37Z,V012,ACC0018,192.0.2.156,DEV0035,SUCCESS,YES,20,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-01467,2026-06-25T21:58:20Z,V020,ACC0014,192.0.2.157,DEV0027,SUCCESS,YES,105,AutomationVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-01468,2026-06-22T05:23:44Z,V009,ACC0037,192.0.2.158,DEV0073,SUCCESS,YES,118,MaintenanceVendor,GATE-B,YES,NO,NORMAL,
VPN-01469,2026-06-15T11:27:30Z,V012,ACC0058,192.0.2.159,DEV0015,SUCCESS,YES,109,NetworkVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01470,2026-06-13T23:54:08Z,V012,ACC0018,192.0.2.160,DEV0035,SUCCESS,YES,63,NetworkVendor,GATE-A,YES,NO,NORMAL,
VPN-01471,2026-06-23T15:51:28Z,V001,ACC0041,192.0.2.161,DEV0081,FAILURE,YES,137,CraneVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01472,2026-06-30T17:08:13Z,V004,ACC0022,192.0.2.162,DEV0043,SUCCESS,YES,144,MaintenanceVendor,YARD-A,NO,NO,NORMAL,
VPN-01473,2026-06-29T06:33:26Z,V009,ACC0017,192.0.2.163,DEV0033,SUCCESS,YES,136,MaintenanceVendor,YARD-A,NO,NO,NORMAL,
VPN-01474,2026-06-10T18:41:12Z,V008,ACC0050,192.0.2.164,DEV0099,SUCCESS,YES,50,YardVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01475,2026-06-01T23:25:56Z,V020,ACC0054,192.0.2.165,DEV0007,SUCCESS,YES,157,AutomationVendor,GATE-B,YES,NO,NORMAL,
VPN-01476,2026-06-04T22:33:59Z,V009,ACC0017,192.0.2.166,DEV0033,SUCCESS,YES,60,MaintenanceVendor,GATE-B,YES,NO,NORMAL,
VPN-01477,2026-06-25T04:13:41Z,V020,ACC0014,192.0.2.167,DEV0027,SUCCESS,YES,165,AutomationVendor,GATE-B,YES,NO,NORMAL,
VPN-01478,2026-06-12T06:34:15Z,V009,ACC0037,192.0.2.168,DEV0073,SUCCESS,YES,147,MaintenanceVendor,GATE-A,NO,NO,NORMAL,
VPN-01479,2026-06-19T06:25:07Z,V019,ACC0007,192.0.2.169,DEV0013,SUCCESS,YES,11,MaintenanceVendor,YARD-C,NO,NO,NORMAL,
VPN-01480,2026-06-17T10:31:10Z,V011,ACC0031,192.0.2.170,DEV0061,SUCCESS,YES,50,CraneVendor,YARD-C,NO,NO,NORMAL,
VPN-01481,2026-06-08T08:07:32Z,V006,ACC0036,192.0.2.171,DEV0071,SUCCESS,YES,65,CraneVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01482,2026-06-15T12:37:40Z,V001,ACC0021,192.0.2.172,DEV0041,SUCCESS,YES,176,CraneVendor,YARD-B,NO,NO,NORMAL,
VPN-01483,2026-06-07T02:54:41Z,V005,ACC0029,192.0.2.173,DEV0057,SUCCESS,YES,75,AutomationVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01484,2026-06-05T01:45:11Z,V011,ACC0011,192.0.2.174,DEV0021,SUCCESS,YES,60,CraneVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01485,2026-06-08T18:24:35Z,V010,ACC0024,192.0.2.175,DEV0047,SUCCESS,YES,83,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01486,2026-06-23T06:11:59Z,V007,ACC0023,192.0.2.176,DEV0045,SUCCESS,YES,90,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01487,2026-06-18T07:48:38Z,V002,ACC0008,192.0.2.177,DEV0015,SUCCESS,YES,77,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01488,2026-06-16T21:27:29Z,V005,ACC0049,198.51.100.47,DEV0097,FAILURE,NO,258,AutomationVendor,YARD-C,YES,NO,SUSPICIOUS,
VPN-01489,2026-06-16T13:25:12Z,V001,ACC0041,192.0.2.179,DEV0081,SUCCESS,YES,47,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01490,2026-06-24T06:27:01Z,V007,ACC0003,192.0.2.180,DEV0005,SUCCESS,YES,21,NetworkVendor,GATE-B,NO,NO,NORMAL,
VPN-01491,2026-06-19T02:27:31Z,V001,ACC0041,192.0.2.181,DEV0081,SUCCESS,YES,25,CraneVendor,GATE-B,YES,NO,NORMAL,
VPN-01492,2026-06-08T03:52:00Z,V020,ACC0034,192.0.2.182,DEV0067,SUCCESS,FAILED,174,AutomationVendor,YARD-B,YES,NO,NORMAL,
VPN-01493,2026-06-19T02:14:50Z,V007,ACC0023,192.0.2.183,DEV0045,SUCCESS,YES,174,NetworkVendor,GATE-A,YES,NO,NORMAL,
VPN-01494,2026-06-02T08:32:39Z,V018,ACC0040,192.0.2.184,DEV0079,SUCCESS,YES,79,YardVendor,GATE-B,NO,NO,NORMAL,
VPN-01495,2026-06-10T12:47:32Z,V005,ACC0049,192.0.2.185,DEV0097,SUCCESS,YES,142,AutomationVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01496,2026-06-12T13:18:38Z,V003,ACC0055,192.0.2.186,DEV0009,SUCCESS,YES,59,YardVendor,YARD-B,NO,NO,NORMAL,
VPN-01497,2026-06-07T22:22:20Z,V003,ACC0035,192.0.2.187,DEV0069,SUCCESS,YES,79,YardVendor,GATE-B,YES,NO,NORMAL,
VPN-01498,2026-06-22T16:25:43Z,V005,ACC0009,192.0.2.188,DEV0017,SUCCESS,YES,147,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01499,2026-06-12T03:06:28Z,V002,ACC0048,192.0.2.189,DEV0095,SUCCESS,YES,31,NetworkVendor,YARD-C,YES,NO,NORMAL,
VPN-01500,2026-06-11T03:10:02Z,V010,ACC0044,192.0.2.190,DEV0087,SUCCESS,YES,57,AutomationVendor,GATE-B,YES,NO,NORMAL,
VPN-01501,2026-06-27T05:26:00Z,V011,ACC0051,192.0.2.191,DEV0001,SUCCESS,FAILED,24,CraneVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-01502,2026-06-27T19:06:33Z,V012,ACC0038,192.0.2.192,DEV0075,SUCCESS,YES,40,NetworkVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01503,2026-06-05T09:35:33Z,V018,ACC0060,192.0.2.193,DEV0019,SUCCESS,YES,61,YardVendor,YARD-A,NO,NO,NORMAL,
VPN-01504,2026-06-02T19:54:01Z,V014,ACC0032,198.51.100.148,DEV0063,SUCCESS,FAILED,276,MaintenanceVendor,OT-ZONE,NO,NO,SUSPICIOUS,
VPN-01505,2026-06-02T20:01:59Z,V003,ACC0035,192.0.2.195,DEV0069,SUCCESS,FAILED,174,YardVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-01506,2026-06-21T05:18:58Z,V016,ACC0006,192.0.2.196,DEV0011,SUCCESS,YES,171,CraneVendor,YARD-B,YES,NO,NORMAL,
VPN-01507,2026-06-18T07:30:21Z,V003,ACC0015,192.0.2.197,DEV0029,SUCCESS,YES,85,YardVendor,GATE-A,NO,NO,NORMAL,
VPN-01508,2026-06-13T03:49:53Z,V014,ACC0012,192.0.2.198,DEV0023,SUCCESS,YES,109,MaintenanceVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01509,2026-06-19T10:34:24Z,V008,ACC0010,192.0.2.199,DEV0019,SUCCESS,YES,121,YardVendor,YARD-B,NO,NO,NORMAL,
VPN-01510,2026-06-24T20:45:41Z,V013,ACC0045,192.0.2.200,DEV0089,SUCCESS,YES,167,YardVendor,CONTROL-ROOM,YES,NO,NORMAL,
VPN-01511,2026-06-23T10:42:16Z,V012,ACC0018,198.51.100.101,DEV0035,FAILURE,FAILED,307,NetworkVendor,CRANE-ZONE,NO,NO,SUSPICIOUS,
VPN-01512,2026-06-24T10:44:11Z,V012,ACC0038,192.0.2.202,DEV0075,SUCCESS,YES,29,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-01513,2026-06-30T18:55:01Z,V016,ACC0006,192.0.2.203,DEV0011,SUCCESS,YES,135,CraneVendor,OT-ZONE,NO,NO,NORMAL,
VPN-01514,2026-06-25T21:00:12Z,V016,ACC0026,192.0.2.204,DEV0051,SUCCESS,YES,163,CraneVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01515,2026-06-25T13:20:40Z,V005,ACC0049,192.0.2.205,DEV0097,SUCCESS,YES,93,AutomationVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01516,2026-06-21T16:08:53Z,V017,ACC0013,192.0.2.206,DEV0025,SUCCESS,YES,110,NetworkVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01517,2026-06-06T07:46:10Z,V003,ACC0015,192.0.2.207,DEV0029,SUCCESS,YES,121,YardVendor,YARD-A,NO,NO,NORMAL,
VPN-01518,2026-06-22T12:49:55Z,V007,ACC0023,192.0.2.208,DEV0045,SUCCESS,YES,39,NetworkVendor,YARD-C,NO,NO,NORMAL,
VPN-01519,2026-06-14T21:01:06Z,V001,ACC0021,198.51.100.220,DEV0041,SUCCESS,NO,108,CraneVendor,CONTROL-ROOM,YES,NO,SUSPICIOUS,
VPN-01520,2026-06-27T02:44:15Z,V016,ACC0026,192.0.2.210,DEV0051,SUCCESS,YES,166,CraneVendor,YARD-B,YES,NO,NORMAL,
VPN-01521,2026-06-20T13:37:46Z,V014,ACC0032,192.0.2.211,DEV0063,SUCCESS,YES,179,MaintenanceVendor,GATE-B,NO,NO,NORMAL,
VPN-01522,2026-06-12T13:22:07Z,V015,ACC0039,192.0.2.212,DEV0077,SUCCESS,YES,94,AutomationVendor,CONTROL-ROOM,NO,NO,NORMAL,
VPN-01523,2026-06-22T20:19:55Z,V020,ACC0054,192.0.2.213,DEV0007,SUCCESS,YES,53,AutomationVendor,CRANE-ZONE,YES,NO,NORMAL,
VPN-01524,2026-06-02T19:28:12Z,V009,ACC0057,192.0.2.214,DEV0013,SUCCESS,YES,138,MaintenanceVendor,YARD-B,NO,NO,NORMAL,
VPN-01525,2026-06-19T23:15:30Z,V006,ACC0056,192.0.2.215,DEV0011,SUCCESS,YES,114,CraneVendor,GATE-B,YES,NO,NORMAL,
VPN-01526,2026-06-09T03:21:36Z,V007,ACC0043,192.0.2.216,DEV0085,SUCCESS,FAILED,141,NetworkVendor,GATE-A,YES,NO,NORMAL,
VPN-01527,2026-06-27T06:44:48Z,V016,ACC0006,192.0.2.217,DEV0011,SUCCESS,YES,151,CraneVendor,CRANE-ZONE,NO,NO,NORMAL,
VPN-01528,2026-06-16T17:52:20Z,V002,ACC0008,192.0.2.218,DEV0015,SUCCESS,YES,58,NetworkVendor,GATE-A,NO,NO,NORMAL,
VPN-01529,2026-06-14T04:47:16Z,V020,ACC0054,192.0.2.219,DEV0007,SUCCESS,YES,122,AutomationVendor,GATE-B,YES,NO,NORMAL,
VPN-01530,2026-06-12T01:22:53Z,V001,ACC0001,192.0.2.220,DEV0001,SUCCESS,YES,176,CraneVendor,OT-ZONE,YES,NO,NORMAL,
VPN-01531,2026-06-27T10:15:43Z,V001,ACC0001,192.0.2.221,DEV0001,SUCCESS,YES,138,CraneVendor,GATE-A,NO,NO,NORMAL,
